gender,education,race,continent,agegroup,hours_per_week,work_class,fnlwgt,marital_status,occupation,capital_gain,capital_loss,native_country,income,age
Female,Doctorate,Black,North America,MiddleAged,41,Private,381464,Separated,Tech-support,4932,2691,Germany,<=50K,39
Female,Doctorate,Black,Other,Adults,58,Federal-gov,166835,Divorced,Craft-repair,5564,1616,Canada,<=50K,28
Female,Doctorate,Amer-Indian-Eskimo,Europe,Adults,31,Federal-gov,315762,Never-married,Tech-support,5525,3664,Japan,<=50K,29
Female,Doctorate,Asian-Pac-Islander,Central America,Adults,41,State-gov,306188,Widowed,Sales,1758,7841,Germany,<=50K,29
Female,Doctorate,Asian-Pac-Islander,North America,YoungAdults,55,State-gov,174438,Never-married,Tech-support,3107,3826,United-States,<=50K,30
Female,Doctorate,Asian-Pac-Islander,Central America,Senior,23,Self-emp-not-inc,83628,Separated,Craft-repair,1289,991,Japan,<=50K,33
Female,Doctorate,Amer-Indian-Eskimo,Asia,Senior,32,Local-gov,174157,Widowed,Other-service,6775,2228,India,<=50K,33
Female,Doctorate,White,Central America,Adults,40,Local-gov,366383,Never-married,Craft-repair,7947,652,Mexico,<=50K,34
Female,Doctorate,Amer-Indian-Eskimo,Asia,Senior,54,Local-gov,208299,Married-civ-spouse,Tech-support,2662,8712,Germany,<=50K,40
Female,Doctorate,Black,North America,MiddleAged,34,State-gov,312337,Separated,Other-service,1451,4466,Canada,<=50K,33
Female,Doctorate,Black,Central America,Senior,29,Private,131477,Married-civ-spouse,Tech-support,9326,3115,Mexico,<=50K,32
Female,Doctorate,Black,Other,MiddleAged,56,State-gov,336308,Never-married,Exec-managerial,1098,7828,Canada,<=50K,29
Female,Doctorate,Asian-Pac-Islander,South America,MiddleAged,31,Self-emp-not-inc,281106,Married-civ-spouse,Exec-managerial,93,6533,United-States,<=50K,37
Female,Doctorate,Asian-Pac-Islander,Asia,Senior,40,State-gov,151801,Widowed,Craft-repair,9866,5311,United-States,<=50K,37
Female,Doctorate,Asian-Pac-Islander,Other,MiddleAged,36,Federal-gov,63949,Married-civ-spouse,Other-service,6624,5896,Mexico,<=50K,40
Female,Doctorate,Amer-Indian-Eskimo,Europe,Senior,24,Local-gov,53760,Never-married,Other-service,4954,7206,Japan,<=50K,32
Female,Doctorate,Amer-Indian-Eskimo,Other,MiddleAged,22,Federal-gov,299476,Separated,Sales,8395,7202,United-States,<=50K,36
Female,Doctorate,Amer-Indian-Eskimo,Europe,Senior,57,State-gov,198867,Never-married,Craft-repair,2896,2709,India,<=50K,34
Female,Doctorate,Black,Europe,YoungAdults,21,Federal-gov,307022,Married-civ-spouse,Craft-repair,5137,2467,India,<=50K,36
Female,Doctorate,Black,Europe,Adults,34,Local-gov,188034,Never-married,Other-service,3491,2484,Germany,<=50K,28
Female,Doctorate,Black,Central America,Adults,54,Federal-gov,492417,Separated,Sales,4139,9565,United-States,<=50K,38
Female,Doctorate,Other,Other,Senior,34,Federal-gov,163586,Married-civ-spouse,Tech-support,2403,2464,United-States,<=50K,40
Female,Doctorate,Other,South America,Adults,45,State-gov,102051,Separated,Craft-repair,1142,2545,India,<=50K,30
Female,Doctorate,Black,Central America,Senior,46,State-gov,149491,Separated,Sales,880,1014,Japan,<=50K,28
Female,Doctorate,Other,North America,MiddleAged,24,Local-gov,56172,Married-civ-spouse,Craft-repair,9808,2148,Germany,<=50K,33
Female,Doctorate,White,South America,Adults,33,Self-emp-not-inc,179129,Separated,Craft-repair,9433,7598,Canada,<=50K,35
Female,Doctorate,Other,Europe,Senior,34,Private,88166,Widowed,Other-service,4047,8048,India,<=50K,37
Female,Doctorate,Other,North America,YoungAdults,47,Federal-gov,159020,Separated,Exec-managerial,2082,5316,India,<=50K,36
Female,Doctorate,Black,North America,MiddleAged,24,Federal-gov,46583,Married-civ-spouse,Craft-repair,7726,8477,Germany,<=50K,36
Female,Doctorate,Other,Asia,Senior,59,Federal-gov,126847,Never-married,Sales,2165,5418,Mexico,<=50K,30
Female,Doctorate,Other,South America,MiddleAged,45,Private,240787,Married-civ-spouse,Craft-repair,1900,6528,Canada,<=50K,40
Female,Doctorate,White,Other,Senior,58,Local-gov,419882,Widowed,Exec-managerial,3947,1275,Japan,<=50K,35
Female,Doctorate,Amer-Indian-Eskimo,North America,YoungAdults,27,Federal-gov,276067,Never-married,Craft-repair,363,1492,Canada,<=50K,39
Female,Doctorate,Asian-Pac-Islander,North America,MiddleAged,33,Self-emp-not-inc,290155,Married-civ-spouse,Sales,9451,1442,India,<=50K,32
Female,Doctorate,Amer-Indian-Eskimo,Other,Senior,27,Federal-gov,373532,Divorced,Exec-managerial,3970,7869,India,<=50K,40
Female,Doctorate,White,Central America,MiddleAged,26,State-gov,127892,Separated,Tech-support,8066,6539,Germany,<=50K,33
Female,Doctorate,Other,South America,MiddleAged,28,Local-gov,108858,Married-civ-spouse,Exec-managerial,211,9349,Canada,<=50K,31
Female,Doctorate,Black,Asia,Senior,51,State-gov,466762,Separated,Craft-repair,6369,4311,Mexico,<=50K,34
Female,Doctorate,Asian-Pac-Islander,Europe,Adults,59,Self-emp-not-inc,154613,Separated,Exec-managerial,3192,912,Japan,<=50K,37
Female,Doctorate,Asian-Pac-Islander,Europe,MiddleAged,55,Private,67536,Divorced,Tech-support,3334,2218,Mexico,<=50K,28
Female,Doctorate,Asian-Pac-Islander,Other,YoungAdults,57,Self-emp-not-inc,450916,Married-civ-spouse,Craft-repair,6580,3527,Japan,<=50K,40
Female,Doctorate,Asian-Pac-Islander,Other,Adults,31,Federal-gov,95378,Never-married,Tech-support,6937,9932,Mexico,<=50K,37
Female,Doctorate,Amer-Indian-Eskimo,North America,YoungAdults,28,State-gov,421644,Married-civ-spouse,Other-service,2687,498,India,<=50K,38
Female,Doctorate,Amer-Indian-Eskimo,North America,MiddleAged,48,Self-emp-not-inc,257898,Married-civ-spouse,Exec-managerial,2085,4092,India,<=50K,28
Female,Doctorate,Black,Europe,YoungAdults,34,Local-gov,184083,Divorced,Exec-managerial,6465,6062,Canada,<=50K,29
Female,Doctorate,Amer-Indian-Eskimo,South America,YoungAdults,29,State-gov,461031,Separated,Craft-repair,4751,9789,Japan,<=50K,32
Female,Doctorate,Black,Other,YoungAdults,24,State-gov,93632,Divorced,Other-service,1016,5981,Japan,<=50K,37
Female,Doctorate,Other,Asia,Senior,49,Local-gov,13470,Separated,Sales,6654,6026,Mexico,<=50K,29
Female,Doctorate,Amer-Indian-Eskimo,Other,YoungAdults,35,State-gov,357630,Never-married,Craft-repair,6594,1856,Mexico,<=50K,31
Female,Doctorate,Black,Asia,YoungAdults,35,Self-emp-not-inc,301285,Widowed,Other-service,1463,895,Germany,<=50K,39
Female,Doctorate,White,Asia,YoungAdults,37,Federal-gov,195887,Widowed,Sales,7127,6969,India,<=50K,37
Female,Doctorate,Asian-Pac-Islander,South America,Senior,48,Self-emp-not-inc,124414,Married-civ-spouse,Tech-support,7788,9085,Japan,<=50K,34
Female,Doctorate,Other,Other,Adults,42,Local-gov,306397,Widowed,Sales,8534,9136,United-States,<=50K,38
Female,Doctorate,White,Central America,YoungAdults,55,Federal-gov,43680,Divorced,Sales,9675,893,Japan,<=50K,33
Female,Doctorate,Black,Other,YoungAdults,34,Private,462564,Never-married,Other-service,8357,2312,Japan,<=50K,26
Female,Doctorate,White,Europe,MiddleAged,46,Local-gov,48742,Divorced,Sales,2119,934,Canada,<=50K,30
Female,Doctorate,Amer-Indian-Eskimo,Central America,Adults,34,Local-gov,203200,Widowed,Craft-repair,5257,4307,United-States,<=50K,27
Female,Doctorate,Amer-Indian-Eskimo,Asia,MiddleAged,33,Federal-gov,260430,Widowed,Sales,8875,8649,India,<=50K,31
Female,Doctorate,White,Other,YoungAdults,30,Federal-gov,470924,Married-civ-spouse,Craft-repair,3513,1036,India,<=50K,39
Female,Doctorate,White,Asia,Adults,52,Local-gov,489821,Married-civ-spouse,Tech-support,9809,6810,United-States,<=50K,37
Female,Doctorate,Amer-Indian-Eskimo,North America,YoungAdults,55,Self-emp-not-inc,140316,Divorced,Craft-repair,3926,6099,Mexico,<=50K,26
Female,Doctorate,Amer-Indian-Eskimo,Other,Senior,30,Local-gov,322300,Widowed,Exec-managerial,9021,664,Canada,<=50K,32
Female,Doctorate,Amer-Indian-Eskimo,Asia,Senior,32,Private,387025,Never-married,Other-service,960,2584,Germany,<=50K,39
Female,Doctorate,Asian-Pac-Islander,Other,Adults,60,Federal-gov,448577,Separated,Tech-support,3338,8360,Canada,<=50K,32
Female,Doctorate,Black,South America,Adults,57,Private,325905,Separated,Tech-support,7868,7288,United-States,<=50K,31
Female,Doctorate,Asian-Pac-Islander,Asia,Adults,31,Federal-gov,448948,Divorced,Exec-managerial,4325,1077,India,<=50K,30
Female,Doctorate,White,South America,Adults,45,Federal-gov,428548,Divorced,Craft-repair,5855,3643,United-States,<=50K,38
Female,Doctorate,White,Europe,MiddleAged,30,Self-emp-not-inc,245017,Married-civ-spouse,Craft-repair,7538,3254,India,<=50K,28
Female,Doctorate,White,Asia,YoungAdults,50,Self-emp-not-inc,96033,Divorced,Craft-repair,1756,2747,United-States,<=50K,35
Female,Doctorate,Amer-Indian-Eskimo,Asia,Adults,54,Private,234749,Widowed,Tech-support,8770,4191,Mexico,<=50K,26
Female,Doctorate,Other,Central America,MiddleAged,21,Local-gov,157043,Widowed,Other-service,4151,58,Japan,<=50K,40
Female,Doctorate,Asian-Pac-Islander,Central America,MiddleAged,51,Private,204264,Divorced,Exec-managerial,9388,3590,Canada,<=50K,39
Female,Doctorate,Asian-Pac-Islander,North America,Senior,58,Private,259721,Divorced,Other-service,1921,5393,India,<=50K,30
Female,Doctorate,Black,Other,Senior,21,State-gov,14328,Widowed,Tech-support,2189,4537,India,<=50K,26
Female,Doctorate,Black,Central America,Adults,44,Federal-gov,22938,Divorced,Sales,8503,1886,Japan,<=50K,38
Female,Doctorate,Amer-Indian-Eskimo,North America,Adults,27,Private,340364,Divorced,Craft-repair,7632,7652,United-States,<=50K,30
Female,Doctorate,Amer-Indian-Eskimo,Other,Senior,49,Private,151653,Never-married,Craft-repair,552,7919,India,<=50K,33
Female,Doctorate,Other,Asia,Senior,54,Federal-gov,364588,Separated,Sales,6694,5664,Canada,<=50K,39
Female,Doctorate,Other,Central America,MiddleAged,41,Local-gov,36460,Never-married,Craft-repair,2619,1435,Germany,<=50K,37
Female,Doctorate,Black,South America,Adults,40,Self-emp-not-inc,284913,Never-married,Craft-repair,7056,4344,India,<=50K,29
Female,Doctorate,Other,South America,Adults,30,Self-emp-not-inc,53746,Divorced,Craft-repair,2864,4817,United-States,<=50K,30
Female,Doctorate,Black,Central America,Senior,28,State-gov,60784,Separated,Tech-support,9975,9773,Canada,<=50K,36
Female,Doctorate,Asian-Pac-Islander,Other,Senior,28,Self-emp-not-inc,406342,Never-married,Exec-managerial,4583,6527,United-States,<=50K,30
Female,Doctorate,Amer-Indian-Eskimo,Central America,Senior,22,Private,120014,Separated,Other-service,3822,416,Japan,<=50K,33
Female,Doctorate,Amer-Indian-Eskimo,Europe,YoungAdults,35,Self-emp-not-inc,169936,Divorced,Other-service,5499,7129,Canada,<=50K,29
Female,Doctorate,Other,South America,Adults,32,Federal-gov,28833,Married-civ-spouse,Tech-support,3172,2695,Mexico,<=50K,35
