race,age,education,marital_status,work_class,occupation,hours_per_week,gender,native_country,fnlwgt,capital_gain,capital_loss,income,agegroup,continent
Amer-Indian-Eskimo,48,Some-college,Never-married,Private,Sales,54,Female,Canada,53855,3761,8123,<=50K,Adults,NorthAmerica
Amer-Indian-Eskimo,20,Assoc-acdm,Widowed,State-gov,Exec-managerial,31,Male,Mexico,359552,8393,3648,<=50K,YoungAdults,NorthAmerica
Amer-Indian-Eskimo,64,Some-college,Widowed,Private,Exec-managerial,42,Male,Canada,367738,299,5154,<=50K,MiddleAged,NorthAmerica
Amer-Indian-Eskimo,35,Masters,Never-married,Private,Exec-managerial,50,Female,Outlying-US(Guam-USVI-etc),144544,8442,8753,<=50K,Adults,NorthAmerica
Amer-Indian-Eskimo,54,Assoc-acdm,Married-civ-spouse,Federal-gov,Other-service,24,Male,Mexico,267371,4050,1099,>50K,MiddleAged,NorthAmerica
Amer-Indian-Eskimo,33,Bachelors,Married-civ-spouse,Private,Machine-op-inspct,48,Female,United-States,41472,2908,6490,<=50K,Adults,NorthAmerica
Amer-Indian-Eskimo,70,Assoc-acdm,Never-married,Never-worked,Prof-specialty,47,Male,United-States,498482,5651,9100,<=50K,Senior,NorthAmerica
Amer-Indian-Eskimo,45,Assoc-voc,Married-civ-spouse,Private,Other-service,35,Female,United-States,144826,3876,7126,<=50K,Adults,NorthAmerica
Amer-Indian-Eskimo,50,Assoc-acdm,Never-married,State-gov,Exec-managerial,22,Male,Canada,276531,4234,1485,<=50K,MiddleAged,NorthAmerica
Amer-Indian-Eskimo,20,Some-college,Married-civ-spouse,Private,Machine-op-inspct,40,Female,Outlying-US(Guam-USVI-etc),485540,5605,7006,<=50K,YoungAdults,NorthAmerica
Amer-Indian-Eskimo,61,Assoc-acdm,Married-civ-spouse,Private,Handlers-cleaners,58,Female,Canada,381227,6036,666,<=50K,MiddleAged,NorthAmerica
Amer-Indian-Eskimo,37,11th,Married-civ-spouse,Without-pay,Prof-specialty,48,Male,Outlying-US(Guam-USVI-etc),465202,8364,7829,<=50K,Adults,NorthAmerica
Amer-Indian-Eskimo,35,Some-college,Never-married,Private,Sales,56,Male,Canada,165437,2656,3887,<=50K,Adults,NorthAmerica
Amer-Indian-Eskimo,59,Some-college,Never-married,Never-worked,Prof-specialty,21,Male,Outlying-US(Guam-USVI-etc),185374,8456,7779,>50K,MiddleAged,NorthAmerica
Amer-Indian-Eskimo,58,Some-college,Never-married,Private,Sales,25,Female,Outlying-US(Guam-USVI-etc),175163,6406,7643,<=50K,MiddleAged,NorthAmerica
Amer-Indian-Eskimo,49,Some-college,Married-civ-spouse,Private,Handlers-cleaners,41,Male,United-States,386480,7253,2907,<=50K,Adults,NorthAmerica
Amer-Indian-Eskimo,52,HS-grad,Never-married,Private,Other-service,42,Female,Outlying-US(Guam-USVI-etc),92580,4347,403,<=50K,MiddleAged,NorthAmerica
Amer-Indian-Eskimo,39,Some-college,Married-civ-spouse,Private,Tech-support,45,Female,Mexico,383567,4431,243,>50K,Adults,NorthAmerica
Amer-Indian-Eskimo,38,HS-grad,Married-civ-spouse,Private,Exec-managerial,28,Female,Mexico,257102,4325,2369,<=50K,Adults,NorthAmerica
Amer-Indian-Eskimo,43,HS-grad,Married-civ-spouse,Self-emp-not-inc,Other-service,48,Male,Outlying-US(Guam-USVI-etc),291663,7025,1119,<=50K,Adults,NorthAmerica
Amer-Indian-Eskimo,30,Masters,Married-civ-spouse,Never-worked,Handlers-cleaners,26,Male,Outlying-US(Guam-USVI-etc),439646,25,8437,<=50K,Adults,NorthAmerica
Amer-Indian-Eskimo,23,Some-college,Married-civ-spouse,Private,Prof-specialty,51,Female,Outlying-US(Guam-USVI-etc),375271,8838,3376,<=50K,YoungAdults,NorthAmerica
Amer-Indian-Eskimo,52,HS-grad,Widowed,Private,Exec-managerial,22,Female,Outlying-US(Guam-USVI-etc),142827,5302,6555,<=50K,MiddleAged,NorthAmerica
Amer-Indian-Eskimo,36,HS-grad,Married-civ-spouse,Self-emp-not-inc,Craft-repair,20,Male,Canada,99104,7435,7394,>50K,Adults,NorthAmerica
Amer-Indian-Eskimo,28,Bachelors,Never-married,Private,Machine-op-inspct,58,Female,Mexico,388116,8400,2472,<=50K,YoungAdults,NorthAmerica
Amer-Indian-Eskimo,56,HS-grad,Never-married,Private,Handlers-cleaners,22,Female,Canada,309881,7955,4804,<=50K,MiddleAged,NorthAmerica
Amer-Indian-Eskimo,68,Assoc-acdm,Married-civ-spouse,Private,Prof-specialty,23,Male,Mexico,367167,9567,1763,<=50K,Senior,NorthAmerica
Amer-Indian-Eskimo,70,Doctorate,Widowed,Private,Prof-specialty,44,Female,United-States,180960,6550,2437,<=50K,Senior,NorthAmerica
Amer-Indian-Eskimo,22,Doctorate,Married-civ-spouse,Private,Sales,59,Female,United-States,219386,3376,7298,<=50K,YoungAdults,NorthAmerica
Amer-Indian-Eskimo,30,HS-grad,Married-civ-spouse,Without-pay,Sales,35,Male,Canada,21911,3285,931,<=50K,Adults,NorthAmerica
Amer-Indian-Eskimo,35,Bachelors,Married-civ-spouse,Private,Sales,37,Male,Outlying-US(Guam-USVI-etc),395476,4482,7376,<=50K,Adults,NorthAmerica
Amer-Indian-Eskimo,41,HS-grad,Married-civ-spouse,Private,Other-service,55,Female,Outlying-US(Guam-USVI-etc),109324,6305,7112,<=50K,Adults,NorthAmerica
Amer-Indian-Eskimo,60,HS-grad,Never-married,Private,Sales,32,Female,Mexico,32799,8171,2020,<=50K,MiddleAged,NorthAmerica
Amer-Indian-Eskimo,53,Some-college,Married-civ-spouse,Private,Prof-specialty,41,Male,Mexico,186038,3147,1734,>50K,MiddleAged,NorthAmerica
Amer-Indian-Eskimo,58,Some-college,Married-civ-spouse,Private,Craft-repair,54,Female,United-States,166720,921,2248,>50K,MiddleAged,NorthAmerica
Amer-Indian-Eskimo,68,11th,Married-civ-spouse,Private,Handlers-cleaners,35,Male,Outlying-US(Guam-USVI-etc),290683,5495,4335,>50K,Senior,NorthAmerica
Amer-Indian-Eskimo,24,HS-grad,Never-married,Private,Prof-specialty,56,Male,United-States,142406,3418,876,>50K,YoungAdults,NorthAmerica
Amer-Indian-Eskimo,40,Some-college,Never-married,Private,Exec-managerial,35,Male,United-States,137225,8104,4431,>50K,Adults,NorthAmerica
Amer-Indian-Eskimo,62,HS-grad,Never-married,Private,Exec-managerial,60,Female,Outlying-US(Guam-USVI-etc),37458,7896,289,>50K,MiddleAged,NorthAmerica
Amer-Indian-Eskimo,45,Bachelors,Never-married,Self-emp-not-inc,Tech-support,53,Female,Canada,79094,9788,631,<=50K,Adults,NorthAmerica
Amer-Indian-Eskimo,35,Some-college,Married-civ-spouse,Private,Other-service,25,Female,Outlying-US(Guam-USVI-etc),257442,3116,3389,<=50K,Adults,NorthAmerica
Amer-Indian-Eskimo,45,Some-college,Never-married,Private,Sales,39,Male,Canada,478414,4920,5925,>50K,Adults,NorthAmerica
Amer-Indian-Eskimo,51,Some-college,Never-married,Private,Machine-op-inspct,24,Male,Mexico,26553,9668,3187,<=50K,MiddleAged,NorthAmerica
Amer-Indian-Eskimo,40,Bachelors,Separated,Private,Tech-support,49,Female,Mexico,96190,9867,6281,<=50K,Adults,NorthAmerica
Amer-Indian-Eskimo,55,Bachelors,Married-civ-spouse,Private,Other-service,32,Female,United-States,261466,4157,2286,<=50K,MiddleAged,NorthAmerica
Amer-Indian-Eskimo,48,HS-grad,Married-civ-spouse,State-gov,Sales,48,Male,Mexico,323510,5594,1694,<=50K,Adults,NorthAmerica
Amer-Indian-Eskimo,53,Masters,Widowed,Private,Other-service,22,Female,United-States,159167,9396,3621,<=50K,MiddleAged,NorthAmerica
Amer-Indian-Eskimo,23,11th,Married-civ-spouse,Private,Exec-managerial,25,Female,Mexico,442413,4706,7632,<=50K,YoungAdults,NorthAmerica
Amer-Indian-Eskimo,67,Some-college,Married-civ-spouse,Private,Tech-support,27,Female,United-States,154617,5133,2013,<=50K,Senior,NorthAmerica
Amer-Indian-Eskimo,67,HS-grad,Married-civ-spouse,Private,Sales,42,Male,Mexico,163507,2824,1719,>50K,Senior,NorthAmerica
Amer-Indian-Eskimo,49,HS-grad,Never-married,Local-gov,Prof-specialty,45,Male,United-States,307837,8232,216,<=50K,Adults,NorthAmerica
Amer-Indian-Eskimo,53,Masters,Married-civ-spouse,Federal-gov,Prof-specialty,57,Female,United-States,472179,1447,331,<=50K,MiddleAged,NorthAmerica
Amer-Indian-Eskimo,43,HS-grad,Widowed,Never-worked,Machine-op-inspct,30,Female,Mexico,268929,3482,1059,<=50K,Adults,NorthAmerica
Amer-Indian-Eskimo,46,Some-college,Married-civ-spouse,Private,Handlers-cleaners,46,Female,United-States,338621,4346,4933,<=50K,Adults,NorthAmerica
Amer-Indian-Eskimo,30,HS-grad,Never-married,Private,Handlers-cleaners,25,Male,Outlying-US(Guam-USVI-etc),447988,3832,6687,<=50K,Adults,NorthAmerica
Amer-Indian-Eskimo,47,Some-college,Divorced,Private,Tech-support,53,Female,Mexico,32467,3566,3485,>50K,Adults,NorthAmerica
Amer-Indian-Eskimo,21,Some-college,Married-civ-spouse,Self-emp-not-inc,Sales,22,Female,Mexico,270038,6858,2654,>50K,YoungAdults,NorthAmerica
Amer-Indian-Eskimo,28,Some-college,Married-civ-spouse,Private,Exec-managerial,47,Male,Mexico,293027,3948,5096,>50K,YoungAdults,NorthAmerica
Amer-Indian-Eskimo,36,11th,Never-married,Private,Prof-specialty,39,Male,Mexico,474359,2830,4723,<=50K,Adults,NorthAmerica
Amer-Indian-Eskimo,57,11th,Married-civ-spouse,Private,Sales,53,Male,Canada,112960,8952,6028,<=50K,MiddleAged,NorthAmerica
Amer-Indian-Eskimo,28,11th,Married-civ-spouse,Local-gov,Tech-support,20,Male,Canada,478856,3888,3766,<=50K,YoungAdults,NorthAmerica
Amer-Indian-Eskimo,28,Some-college,Never-married,Private,Tech-support,58,Male,Mexico,177115,4013,106,<=50K,YoungAdults,NorthAmerica
Amer-Indian-Eskimo,51,Assoc-acdm,Never-married,Private,Tech-support,31,Female,Mexico,203528,9590,1355,<=50K,MiddleAged,NorthAmerica
Amer-Indian-Eskimo,49,HS-grad,Divorced,Never-worked,Prof-specialty,41,Female,Canada,395692,9065,8776,<=50K,Adults,NorthAmerica
Amer-Indian-Eskimo,29,Some-college,Never-married,Private,Handlers-cleaners,59,Male,Outlying-US(Guam-USVI-etc),64523,2018,8734,<=50K,YoungAdults,NorthAmerica
Amer-Indian-Eskimo,45,HS-grad,Married-civ-spouse,Private,Handlers-cleaners,59,Male,Outlying-US(Guam-USVI-etc),443071,3789,9975,<=50K,Adults,NorthAmerica
Amer-Indian-Eskimo,69,Masters,Never-married,Private,Prof-specialty,41,Female,Mexico,110830,6136,1373,>50K,Senior,NorthAmerica
Amer-Indian-Eskimo,23,HS-grad,Never-married,State-gov,Machine-op-inspct,46,Male,Canada,147111,7699,6288,<=50K,YoungAdults,NorthAmerica
Amer-Indian-Eskimo,35,Assoc-voc,Divorced,Without-pay,Tech-support,57,Male,Mexico,432574,142,7347,<=50K,Adults,NorthAmerica
Amer-Indian-Eskimo,28,HS-grad,Married-civ-spouse,Private,Craft-repair,34,Male,Canada,321512,4093,450,>50K,YoungAdults,NorthAmerica
Amer-Indian-Eskimo,29,HS-grad,Married-civ-spouse,Private,Craft-repair,59,Female,United-States,107724,5317,9545,<=50K,YoungAdults,NorthAmerica
Amer-Indian-Eskimo,63,Some-college,Never-married,Private,Handlers-cleaners,30,Female,Mexico,385671,9932,4522,>50K,MiddleAged,NorthAmerica
Amer-Indian-Eskimo,48,Some-college,Married-civ-spouse,Private,Exec-managerial,35,Male,Canada,109305,4184,8981,>50K,Adults,NorthAmerica
Amer-Indian-Eskimo,38,Some-college,Married-civ-spouse,Private,Prof-specialty,34,Male,Mexico,182189,8066,3552,<=50K,Adults,NorthAmerica
Amer-Indian-Eskimo,23,Some-college,Divorced,Private,Sales,28,Male,United-States,338991,4391,6991,<=50K,YoungAdults,NorthAmerica
Amer-Indian-Eskimo,54,Some-college,Divorced,Private,Prof-specialty,39,Male,Mexico,143876,6814,5399,<=50K,MiddleAged,NorthAmerica
Amer-Indian-Eskimo,44,Bachelors,Married-civ-spouse,Private,Prof-specialty,47,Female,Canada,132913,3497,989,<=50K,Adults,NorthAmerica
Amer-Indian-Eskimo,20,Some-college,Never-married,State-gov,Exec-managerial,58,Female,United-States,188298,8725,4855,<=50K,YoungAdults,NorthAmerica
Amer-Indian-Eskimo,46,HS-grad,Never-married,Local-gov,Exec-managerial,25,Male,Canada,288182,3268,3020,<=50K,Adults,NorthAmerica
Amer-Indian-Eskimo,25,HS-grad,Married-civ-spouse,Private,Handlers-cleaners,54,Female,Canada,439072,6688,9954,<=50K,YoungAdults,NorthAmerica
Amer-Indian-Eskimo,54,HS-grad,Divorced,Private,Sales,39,Female,Outlying-US(Guam-USVI-etc),294744,5905,999,<=50K,MiddleAged,NorthAmerica
Amer-Indian-Eskimo,39,11th,Married-civ-spouse,Private,Handlers-cleaners,55,Female,United-States,254401,9851,2778,<=50K,Adults,NorthAmerica
Amer-Indian-Eskimo,60,HS-grad,Married-civ-spouse,Self-emp-not-inc,Machine-op-inspct,50,Male,Canada,490683,346,790,<=50K,MiddleAged,NorthAmerica
Amer-Indian-Eskimo,57,11th,Married-civ-spouse,Private,Prof-specialty,42,Male,United-States,225435,566,8311,<=50K,MiddleAged,NorthAmerica
Amer-Indian-Eskimo,19,Bachelors,Married-civ-spouse,Self-emp-not-inc,Handlers-cleaners,39,Female,Mexico,68241,4721,405,<=50K,YoungAdults,NorthAmerica
Amer-Indian-Eskimo,43,Assoc-acdm,Never-married,Private,Prof-specialty,42,Male,Canada,277330,350,8945,<=50K,Adults,NorthAmerica
Amer-Indian-Eskimo,28,Masters,Never-married,State-gov,Prof-specialty,49,Male,Canada,422321,4307,5625,<=50K,YoungAdults,NorthAmerica
Amer-Indian-Eskimo,58,HS-grad,Never-married,Private,Sales,55,Female,Mexico,64361,9938,2971,<=50K,MiddleAged,NorthAmerica
Amer-Indian-Eskimo,24,11th,Separated,Private,Other-service,47,Male,Mexico,251068,8122,7720,<=50K,YoungAdults,NorthAmerica
Amer-Indian-Eskimo,67,HS-grad,Separated,State-gov,Other-service,57,Female,Canada,405828,816,1701,>50K,Senior,NorthAmerica
Amer-Indian-Eskimo,29,Masters,Married-civ-spouse,Private,Craft-repair,55,Male,Canada,310378,2284,666,<=50K,YoungAdults,NorthAmerica
Amer-Indian-Eskimo,63,HS-grad,Widowed,Private,Tech-support,30,Female,United-States,220720,2062,4720,<=50K,MiddleAged,NorthAmerica
Amer-Indian-Eskimo,44,Some-college,Married-civ-spouse,Private,Tech-support,41,Female,Outlying-US(Guam-USVI-etc),449594,1798,2272,<=50K,Adults,NorthAmerica
Amer-Indian-Eskimo,48,HS-grad,Married-civ-spouse,Private,Exec-managerial,44,Female,Mexico,232045,2587,5765,>50K,Adults,NorthAmerica
Amer-Indian-Eskimo,56,11th,Widowed,Private,Machine-op-inspct,27,Male,Mexico,178225,2379,4645,>50K,MiddleAged,NorthAmerica
Amer-Indian-Eskimo,29,Bachelors,Separated,Private,Other-service,60,Female,United-States,358430,2287,1355,<=50K,YoungAdults,NorthAmerica
Amer-Indian-Eskimo,51,11th,Never-married,Private,Prof-specialty,43,Male,United-States,272617,8327,8706,>50K,MiddleAged,NorthAmerica
Amer-Indian-Eskimo,27,HS-grad,Married-civ-spouse,Private,Handlers-cleaners,59,Male,Canada,374944,2683,467,<=50K,YoungAdults,NorthAmerica
Amer-Indian-Eskimo,68,11th,Never-married,Private,Craft-repair,39,Male,Mexico,303322,2092,3707,<=50K,Senior,NorthAmerica
Amer-Indian-Eskimo,39,Some-college,Married-civ-spouse,Self-emp-not-inc,Exec-managerial,29,Male,Outlying-US(Guam-USVI-etc),159992,1528,295,<=50K,Adults,NorthAmerica
Amer-Indian-Eskimo,49,Some-college,Never-married,Private,Handlers-cleaners,33,Female,Mexico,417613,2603,713,<=50K,Adults,NorthAmerica
Amer-Indian-Eskimo,56,Assoc-acdm,Married-civ-spouse,Private,Craft-repair,55,Female,United-States,78416,5130,4995,>50K,MiddleAged,NorthAmerica
Amer-Indian-Eskimo,52,Some-college,Married-civ-spouse,Without-pay,Craft-repair,21,Male,Mexico,165662,3563,1658,<=50K,MiddleAged,NorthAmerica
Amer-Indian-Eskimo,22,Assoc-voc,Married-civ-spouse,Private,Exec-managerial,27,Male,Canada,134017,5389,5506,<=50K,YoungAdults,NorthAmerica
Amer-Indian-Eskimo,18,Masters,Never-married,Private,Exec-managerial,22,Female,Canada,484673,6970,7380,<=50K,YoungAdults,NorthAmerica
Amer-Indian-Eskimo,49,Some-college,Divorced,Federal-gov,Machine-op-inspct,31,Male,United-States,303195,2895,5068,>50K,Adults,NorthAmerica
Amer-Indian-Eskimo,52,HS-grad,Divorced,Self-emp-not-inc,Craft-repair,43,Male,Mexico,104239,43,3939,<=50K,MiddleAged,NorthAmerica
Amer-Indian-Eskimo,32,11th,Widowed,Private,Handlers-cleaners,22,Male,United-States,435298,6349,7035,<=50K,Adults,NorthAmerica
Amer-Indian-Eskimo,64,11th,Married-civ-spouse,Without-pay,Craft-repair,28,Female,United-States,42911,8822,9377,>50K,MiddleAged,NorthAmerica
Amer-Indian-Eskimo,54,Bachelors,Married-civ-spouse,Private,Exec-managerial,52,Male,Outlying-US(Guam-USVI-etc),426086,2593,4339,>50K,MiddleAged,NorthAmerica
Amer-Indian-Eskimo,28,HS-grad,Never-married,Without-pay,Craft-repair,32,Female,United-States,107163,5472,7479,<=50K,YoungAdults,NorthAmerica
Amer-Indian-Eskimo,27,Some-college,Married-civ-spouse,Self-emp-not-inc,Exec-managerial,36,Male,Canada,402394,6148,9960,>50K,YoungAdults,NorthAmerica
Amer-Indian-Eskimo,67,Assoc-acdm,Never-married,State-gov,Sales,37,Female,Canada,263678,9752,7448,<=50K,Senior,NorthAmerica
Amer-Indian-Eskimo,59,Bachelors,Married-civ-spouse,Private,Exec-managerial,25,Male,United-States,426518,724,4575,>50K,MiddleAged,NorthAmerica
Amer-Indian-Eskimo,31,HS-grad,Divorced,Private,Exec-managerial,48,Female,Mexico,19461,4371,2087,<=50K,Adults,NorthAmerica
Amer-Indian-Eskimo,20,HS-grad,Married-civ-spouse,Private,Exec-managerial,57,Female,Mexico,375205,9578,4840,<=50K,YoungAdults,NorthAmerica
Amer-Indian-Eskimo,28,Some-college,Never-married,Private,Machine-op-inspct,40,Male,Outlying-US(Guam-USVI-etc),290032,7369,5164,<=50K,YoungAdults,NorthAmerica
Amer-Indian-Eskimo,24,Bachelors,Never-married,Private,Handlers-cleaners,49,Female,Outlying-US(Guam-USVI-etc),223562,1228,8650,<=50K,YoungAdults,NorthAmerica
Amer-Indian-Eskimo,62,Bachelors,Widowed,Private,Exec-managerial,24,Male,Outlying-US(Guam-USVI-etc),152858,9123,4131,>50K,MiddleAged,NorthAmerica
Amer-Indian-Eskimo,25,HS-grad,Married-civ-spouse,Private,Prof-specialty,25,Female,Mexico,325345,3323,5110,>50K,YoungAdults,NorthAmerica
Amer-Indian-Eskimo,41,Bachelors,Never-married,Private,Prof-specialty,48,Male,Canada,317273,5209,5408,<=50K,Adults,NorthAmerica
Amer-Indian-Eskimo,23,HS-grad,Divorced,Private,Handlers-cleaners,59,Male,Outlying-US(Guam-USVI-etc),209212,8856,3354,<=50K,YoungAdults,NorthAmerica
Amer-Indian-Eskimo,20,Some-college,Never-married,Private,Handlers-cleaners,41,Male,Mexico,76535,9505,6164,<=50K,YoungAdults,NorthAmerica
Amer-Indian-Eskimo,38,Doctorate,Married-civ-spouse,Private,Exec-managerial,53,Male,Mexico,140647,3240,2660,<=50K,Adults,NorthAmerica
Amer-Indian-Eskimo,35,HS-grad,Married-civ-spouse,Private,Other-service,36,Female,Mexico,275695,2353,69,<=50K,Adults,NorthAmerica
Amer-Indian-Eskimo,64,Masters,Married-civ-spouse,Private,Machine-op-inspct,29,Male,United-States,386753,9219,455,<=50K,MiddleAged,NorthAmerica
Amer-Indian-Eskimo,54,Some-college,Divorced,Private,Prof-specialty,28,Female,United-States,485780,4241,3747,<=50K,MiddleAged,NorthAmerica
Amer-Indian-Eskimo,64,Assoc-voc,Married-civ-spouse,Federal-gov,Sales,33,Male,Canada,341632,4676,2059,<=50K,MiddleAged,NorthAmerica
Amer-Indian-Eskimo,68,Some-college,Never-married,Private,Machine-op-inspct,40,Male,Mexico,256565,4802,3664,<=50K,Senior,NorthAmerica
Amer-Indian-Eskimo,57,Some-college,Never-married,Private,Sales,50,Male,Mexico,330515,9590,8211,<=50K,MiddleAged,NorthAmerica
Amer-Indian-Eskimo,30,HS-grad,Never-married,Private,Handlers-cleaners,31,Male,United-States,164820,9773,8364,<=50K,Adults,NorthAmerica
Amer-Indian-Eskimo,38,HS-grad,Never-married,Private,Prof-specialty,31,Male,Mexico,285942,4800,126,>50K,Adults,NorthAmerica
Amer-Indian-Eskimo,47,Bachelors,Married-civ-spouse,Private,Prof-specialty,29,Female,Canada,12562,4320,5707,<=50K,Adults,NorthAmerica
Amer-Indian-Eskimo,34,HS-grad,Never-married,Private,Other-service,37,Male,United-States,144723,2665,3968,<=50K,Adults,NorthAmerica
Amer-Indian-Eskimo,32,HS-grad,Never-married,Private,Machine-op-inspct,44,Male,United-States,174527,9598,3219,<=50K,Adults,NorthAmerica
Amer-Indian-Eskimo,68,Bachelors,Widowed,Private,Machine-op-inspct,49,Female,Mexico,93071,6332,2656,<=50K,Senior,NorthAmerica
Amer-Indian-Eskimo,52,Doctorate,Divorced,State-gov,Sales,27,Female,Mexico,447139,870,1006,<=50K,MiddleAged,NorthAmerica
Amer-Indian-Eskimo,67,HS-grad,Married-civ-spouse,Private,Handlers-cleaners,44,Male,United-States,407340,8564,32,<=50K,Senior,NorthAmerica
Amer-Indian-Eskimo,41,Masters,Never-married,Without-pay,Craft-repair,42,Male,United-States,470040,8393,353,<=50K,Adults,NorthAmerica
Amer-Indian-Eskimo,27,11th,Never-married,Private,Other-service,42,Female,Canada,423254,5683,2450,<=50K,YoungAdults,NorthAmerica
Amer-Indian-Eskimo,38,HS-grad,Divorced,Private,Other-service,29,Female,Outlying-US(Guam-USVI-etc),240794,9018,5836,<=50K,Adults,NorthAmerica
Amer-Indian-Eskimo,19,Assoc-acdm,Married-civ-spouse,Never-worked,Craft-repair,40,Female,Canada,333490,1153,7952,<=50K,YoungAdults,NorthAmerica
Amer-Indian-Eskimo,36,Bachelors,Married-civ-spouse,Private,Tech-support,24,Male,United-States,318127,2173,1217,<=50K,Adults,NorthAmerica
Amer-Indian-Eskimo,44,HS-grad,Married-civ-spouse,Private,Prof-specialty,30,Male,United-States,45079,477,2256,>50K,Adults,NorthAmerica
Amer-Indian-Eskimo,28,Masters,Married-civ-spouse,Private,Machine-op-inspct,39,Male,Outlying-US(Guam-USVI-etc),33170,783,3781,<=50K,YoungAdults,NorthAmerica
Amer-Indian-Eskimo,59,HS-grad,Married-civ-spouse,Private,Handlers-cleaners,26,Male,Canada,496927,6474,8949,>50K,MiddleAged,NorthAmerica
Amer-Indian-Eskimo,53,Some-college,Married-civ-spouse,Private,Other-service,27,Female,Canada,324336,6907,5261,<=50K,MiddleAged,NorthAmerica
Amer-Indian-Eskimo,65,Some-college,Never-married,Self-emp-not-inc,Machine-op-inspct,37,Female,Canada,91524,7007,3245,>50K,Senior,NorthAmerica
Amer-Indian-Eskimo,53,Assoc-acdm,Married-civ-spouse,State-gov,Exec-managerial,27,Female,Outlying-US(Guam-USVI-etc),469967,2769,7997,<=50K,MiddleAged,NorthAmerica
Amer-Indian-Eskimo,48,Bachelors,Married-civ-spouse,State-gov,Machine-op-inspct,46,Male,Canada,201407,8678,5022,<=50K,Adults,NorthAmerica
Amer-Indian-Eskimo,18,Some-college,Married-civ-spouse,Without-pay,Handlers-cleaners,59,Female,Mexico,250394,5523,7483,<=50K,YoungAdults,NorthAmerica
Amer-Indian-Eskimo,40,HS-grad,Never-married,Private,Prof-specialty,22,Female,United-States,27854,7196,2239,<=50K,Adults,NorthAmerica
Amer-Indian-Eskimo,60,Some-college,Divorced,Private,Prof-specialty,59,Female,United-States,184803,4596,5700,<=50K,MiddleAged,NorthAmerica
Amer-Indian-Eskimo,53,Bachelors,Widowed,Private,Craft-repair,40,Female,Canada,144523,2465,7084,<=50K,MiddleAged,NorthAmerica
Amer-Indian-Eskimo,24,HS-grad,Married-civ-spouse,Self-emp-not-inc,Machine-op-inspct,58,Female,United-States,493898,3363,3876,<=50K,YoungAdults,NorthAmerica
Amer-Indian-Eskimo,69,Some-college,Never-married,Private,Machine-op-inspct,58,Male,Mexico,234836,5382,83,<=50K,Senior,NorthAmerica
Amer-Indian-Eskimo,44,Bachelors,Married-civ-spouse,Private,Tech-support,46,Female,Mexico,265306,6370,1743,<=50K,Adults,NorthAmerica
Amer-Indian-Eskimo,51,HS-grad,Married-civ-spouse,Without-pay,Sales,56,Female,Canada,89746,6367,5727,<=50K,MiddleAged,NorthAmerica
Amer-Indian-Eskimo,64,Some-college,Never-married,Private,Machine-op-inspct,35,Female,Canada,230434,3393,3763,<=50K,MiddleAged,NorthAmerica
Amer-Indian-Eskimo,23,11th,Married-civ-spouse,Private,Tech-support,32,Female,Mexico,436930,1177,6827,<=50K,YoungAdults,NorthAmerica
Amer-Indian-Eskimo,50,HS-grad,Married-civ-spouse,Private,Handlers-cleaners,59,Female,Mexico,377692,9864,2245,<=50K,MiddleAged,NorthAmerica
Amer-Indian-Eskimo,35,11th,Married-civ-spouse,Private,Prof-specialty,59,Male,Outlying-US(Guam-USVI-etc),256746,7408,479,>50K,Adults,NorthAmerica
Amer-Indian-Eskimo,53,Some-college,Married-civ-spouse,State-gov,Exec-managerial,33,Male,Mexico,95729,2133,2580,>50K,MiddleAged,NorthAmerica
Amer-Indian-Eskimo,35,Assoc-voc,Never-married,Local-gov,Sales,50,Female,Canada,311393,5277,4898,>50K,Adults,NorthAmerica
Amer-Indian-Eskimo,49,Assoc-acdm,Married-civ-spouse,Self-emp-not-inc,Sales,25,Male,Canada,359662,2907,1378,<=50K,Adults,NorthAmerica
Amer-Indian-Eskimo,50,11th,Never-married,Private,Prof-specialty,24,Male,Canada,184270,7207,291,>50K,MiddleAged,NorthAmerica
Amer-Indian-Eskimo,23,HS-grad,Never-married,Private,Handlers-cleaners,54,Male,Outlying-US(Guam-USVI-etc),212764,1912,8879,>50K,YoungAdults,NorthAmerica
Amer-Indian-Eskimo,64,Some-college,Married-civ-spouse,Private,Craft-repair,49,Male,Outlying-US(Guam-USVI-etc),28034,3980,5913,>50K,MiddleAged,NorthAmerica
Amer-Indian-Eskimo,48,Some-college,Never-married,Private,Craft-repair,24,Female,Canada,435368,6661,7734,<=50K,Adults,NorthAmerica
Amer-Indian-Eskimo,66,Bachelors,Separated,Private,Handlers-cleaners,60,Male,United-States,183304,9448,552,<=50K,Senior,NorthAmerica
Amer-Indian-Eskimo,42,Bachelors,Never-married,Private,Sales,29,Male,Canada,350840,878,5461,<=50K,Adults,NorthAmerica
Amer-Indian-Eskimo,50,Some-college,Married-civ-spouse,Private,Prof-specialty,58,Female,Canada,340007,7091,1900,>50K,MiddleAged,NorthAmerica
Amer-Indian-Eskimo,59,11th,Divorced,Never-worked,Machine-op-inspct,53,Male,Canada,167397,135,7933,>50K,MiddleAged,NorthAmerica
Amer-Indian-Eskimo,31,HS-grad,Never-married,Private,Prof-specialty,43,Male,Outlying-US(Guam-USVI-etc),361870,5250,1787,<=50K,Adults,NorthAmerica
Amer-Indian-Eskimo,42,11th,Married-civ-spouse,Private,Exec-managerial,58,Male,Mexico,107333,549,6883,>50K,Adults,NorthAmerica
