race,gender,age,education,marital_status,work_class,occupation,hours_per_week,native_country,fnlwgt,capital_gain,capital_loss,income,agegroup,continent
White,Female,53,Some-college,Married-civ-spouse,Never-worked,Exec-managerial,53,Italy,73627,8697,6205,<=50K,MiddleAged,Europe
White,Female,63,Some-college,Married-civ-spouse,Private,Prof-specialty,47,Italy,411142,8801,5487,<=50K,MiddleAged,Europe
Asian-Pac-Islander,Male,39,Assoc-acdm,Married-civ-spouse,Never-worked,Prof-specialty,40,Portugal,275321,6449,9235,>50K,Adults,Europe
Asian-Pac-Islander,Male,59,Some-college,Never-married,Private,Machine-op-inspct,40,Greece,395722,5923,619,>50K,MiddleAged,Europe
Black,Female,66,11th,Married-civ-spouse,Self-emp-not-inc,Prof-specialty,52,France,172130,1163,409,<=50K,Senior,Europe
White,Male,66,HS-grad,Widowed,Self-emp-not-inc,Exec-managerial,39,Germany,200252,6910,2324,>50K,Senior,Europe
Other,Male,59,HS-grad,Never-married,Self-emp-not-inc,Craft-repair,57,Poland,139309,4152,102,>50K,MiddleAged,Europe
White,Female,53,Masters,Never-married,Private,Machine-op-inspct,49,Portugal,81452,9088,5184,<=50K,MiddleAged,Europe
White,Male,46,Bachelors,Divorced,Local-gov,Craft-repair,20,England,104206,8227,9881,>50K,Adults,Europe
White,Female,68,Assoc-acdm,Married-civ-spouse,Federal-gov,Prof-specialty,24,Ireland,278995,6660,4186,<=50K,Senior,Europe
Other,Female,46,Some-college,Never-married,Local-gov,Machine-op-inspct,59,Greece,206317,8807,8715,<=50K,Adults,Europe
White,Male,28,Some-college,Divorced,Private,Prof-specialty,50,Greece,427118,9236,8583,>50K,YoungAdults,Europe
White,Male,70,HS-grad,Married-civ-spouse,Private,Prof-specialty,46,Greece,490625,6210,6743,>50K,Senior,Europe
White,Male,43,Some-college,Divorced,Private,Sales,42,Poland,247592,8285,2707,>50K,Adults,Europe
Amer-Indian-Eskimo,Female,19,Some-college,Never-married,State-gov,Handlers-cleaners,54,Portugal,118781,526,2671,<=50K,YoungAdults,Europe
Asian-Pac-Islander,Male,56,HS-grad,Separated,Private,Craft-repair,59,Ireland,221015,6498,7801,>50K,MiddleAged,Europe
Amer-Indian-Eskimo,Female,55,Some-college,Never-married,Private,Other-service,57,Portugal,382607,4839,102,<=50K,MiddleAged,Europe
White,Male,28,HS-grad,Married-civ-spouse,Private,Other-service,31,France,274730,1507,4372,>50K,YoungAdults,Europe
Amer-Indian-Eskimo,Female,42,HS-grad,Married-civ-spouse,Federal-gov,Other-service,50,Greece,132141,4298,2572,<=50K,Adults,Europe
Black,Female,32,HS-grad,Widowed,Private,Sales,41,Portugal,280127,10000,1474,<=50K,Adults,Europe
White,Male,34,HS-grad,Married-civ-spouse,Private,Exec-managerial,52,Poland,75166,8686,9260,>50K,Adults,Europe
White,Male,34,HS-grad,Never-married,Private,Exec-managerial,20,France,423317,5507,2702,>50K,Adults,Europe
White,Female,48,HS-grad,Separated,State-gov,Sales,44,England,437025,338,967,<=50K,Adults,Europe
White,Female,59,Some-college,Never-married,Self-emp-not-inc,Craft-repair,25,Greece,155195,2524,6463,<=50K,MiddleAged,Europe
White,Female,64,HS-grad,Married-civ-spouse,Private,Exec-managerial,21,Poland,120704,8888,9060,<=50K,MiddleAged,Europe
White,Female,66,HS-grad,Divorced,State-gov,Exec-managerial,53,Italy,185743,1058,9968,<=50K,Senior,Europe
Black,Male,68,Assoc-voc,Divorced,Private,Sales,26,Portugal,372244,9859,9057,>50K,Senior,Europe
White,Male,62,Some-college,Married-civ-spouse,State-gov,Handlers-cleaners,52,Poland,110497,7534,883,>50K,MiddleAged,Europe
Asian-Pac-Islander,Female,32,Some-college,Married-civ-spouse,Private,Exec-managerial,29,Germany,364332,4351,1796,<=50K,Adults,Europe
Black,Male,24,HS-grad,Married-civ-spouse,State-gov,Craft-repair,55,Ireland,358722,9132,5206,>50K,YoungAdults,Europe
Black,Male,70,HS-grad,Divorced,Never-worked,Handlers-cleaners,42,Poland,182393,5611,7435,>50K,Senior,Europe
White,Male,49,Some-college,Married-civ-spouse,Private,Prof-specialty,44,France,428404,9833,3751,>50K,Adults,Europe
White,Male,50,HS-grad,Married-civ-spouse,Without-pay,Sales,36,Greece,343858,8656,1500,>50K,MiddleAged,Europe
White,Female,58,Some-college,Never-married,Private,Exec-managerial,58,England,146129,1038,260,<=50K,MiddleAged,Europe
White,Female,28,Bachelors,Married-civ-spouse,Private,Other-service,29,Portugal,314522,6866,496,<=50K,YoungAdults,Europe
White,Female,63,11th,Married-civ-spouse,Private,Sales,33,Portugal,290215,786,4558,<=50K,MiddleAged,Europe
White,Male,48,11th,Married-civ-spouse,Private,Exec-managerial,56,Ireland,474524,2568,4644,>50K,Adults,Europe
White,Female,33,HS-grad,Married-civ-spouse,Private,Other-service,46,France,59496,5906,487,<=50K,Adults,Europe
White,Male,29,HS-grad,Married-civ-spouse,Self-emp-not-inc,Craft-repair,49,Greece,28915,8050,5988,>50K,YoungAdults,Europe
White,Male,28,HS-grad,Separated,Federal-gov,Sales,32,France,239655,2703,2768,>50K,YoungAdults,Europe
White,Female,68,HS-grad,Never-married,State-gov,Prof-specialty,59,Portugal,258607,8081,7383,<=50K,Senior,Europe
White,Male,59,Masters,Married-civ-spouse,Local-gov,Prof-specialty,41,Italy,214056,5451,1595,>50K,MiddleAged,Europe
White,Male,42,11th,Widowed,Self-emp-not-inc,Prof-specialty,44,France,284470,5822,132,>50K,Adults,Europe
Black,Female,63,Some-college,Never-married,Never-worked,Sales,49,England,242867,9409,6877,<=50K,MiddleAged,Europe
Other,Female,57,Some-college,Married-civ-spouse,Private,Other-service,56,Poland,212542,445,4100,<=50K,MiddleAged,Europe
White,Female,37,Assoc-acdm,Married-civ-spouse,Private,Tech-support,56,Germany,157029,6200,4043,<=50K,Adults,Europe
Asian-Pac-Islander,Male,59,HS-grad,Married-civ-spouse,Local-gov,Machine-op-inspct,44,Italy,301388,8246,9738,>50K,MiddleAged,Europe
White,Male,45,HS-grad,Married-civ-spouse,Private,Sales,36,Ireland,425643,5437,2911,>50K,Adults,Europe
Asian-Pac-Islander,Male,46,Some-college,Never-married,Private,Exec-managerial,29,France,139739,6884,9332,>50K,Adults,Europe
White,Female,39,Bachelors,Married-civ-spouse,Private,Tech-support,54,Ireland,115317,4283,3402,<=50K,Adults,Europe
Asian-Pac-Islander,Female,43,HS-grad,Married-civ-spouse,Private,Tech-support,23,Poland,384584,5438,8651,<=50K,Adults,Europe
White,Male,37,Assoc-acdm,Married-civ-spouse,Local-gov,Prof-specialty,37,France,155756,6536,8501,>50K,Adults,Europe
Black,Female,60,Some-college,Married-civ-spouse,Self-emp-not-inc,Tech-support,58,Italy,296617,3932,5182,<=50K,MiddleAged,Europe
White,Male,35,Some-college,Divorced,Private,Craft-repair,39,Italy,217895,8929,30,>50K,Adults,Europe
White,Male,25,Some-college,Married-civ-spouse,Private,Tech-support,50,Greece,449307,7864,4496,>50K,YoungAdults,Europe
Black,Male,62,HS-grad,Married-civ-spouse,Self-emp-not-inc,Craft-repair,53,Greece,430775,5290,6480,>50K,MiddleAged,Europe
White,Male,60,Some-college,Separated,Private,Sales,38,Greece,54439,2501,5221,>50K,MiddleAged,Europe
Asian-Pac-Islander,Male,32,Bachelors,Never-married,Private,Craft-repair,21,France,196048,8217,5747,>50K,Adults,Europe
White,Male,38,HS-grad,Never-married,Private,Other-service,37,Greece,413707,2353,8676,>50K,Adults,Europe
Asian-Pac-Islander,Male,44,Some-college,Married-civ-spouse,Private,Other-service,30,Greece,280757,4203,5095,>50K,Adults,Europe
White,Male,20,Assoc-acdm,Widowed,Private,Sales,47,Ireland,110163,8894,8617,>50K,YoungAdults,Europe
Amer-Indian-Eskimo,Male,63,Masters,Married-civ-spouse,Never-worked,Tech-support,21,Greece,124735,3839,3420,>50K,MiddleAged,Europe
Asian-Pac-Islander,Female,65,Masters,Married-civ-spouse,Private,Prof-specialty,44,Portugal,363157,8403,3896,<=50K,Senior,Europe
White,Female,64,HS-grad,Never-married,Private,Exec-managerial,45,France,263192,9189,6713,<=50K,MiddleAged,Europe
Amer-Indian-Eskimo,Female,55,Assoc-voc,Married-civ-spouse,Local-gov,Prof-specialty,59,Ireland,238483,149,6883,<=50K,MiddleAged,Europe
White,Female,32,Assoc-acdm,Married-civ-spouse,Private,Tech-support,31,Greece,420678,912,9963,<=50K,Adults,Europe
White,Female,22,HS-grad,Divorced,Local-gov,Machine-op-inspct,35,England,62929,5143,563,<=50K,YoungAdults,Europe
White,Female,23,11th,Never-married,Private,Handlers-cleaners,37,England,464494,36,5111,<=50K,YoungAdults,Europe
White,Male,61,Masters,Married-civ-spouse,Never-worked,Prof-specialty,50,Italy,189737,2750,6789,>50K,MiddleAged,Europe
White,Male,66,Some-college,Married-civ-spouse,State-gov,Handlers-cleaners,48,Ireland,145433,5207,6198,>50K,Senior,Europe
White,Male,20,HS-grad,Widowed,Private,Exec-managerial,54,Germany,403658,9828,4810,>50K,YoungAdults,Europe
White,Female,27,Some-college,Married-civ-spouse,Private,Craft-repair,43,France,159180,4047,4284,<=50K,YoungAdults,Europe
White,Female,57,11th,Never-married,Private,Craft-repair,60,Greece,425924,8060,8,<=50K,MiddleAged,Europe
White,Male,44,Bachelors,Divorced,Federal-gov,Prof-specialty,33,Ireland,282878,2020,1085,>50K,Adults,Europe
Asian-Pac-Islander,Female,21,Doctorate,Divorced,Private,Exec-managerial,31,Portugal,455233,1297,7471,<=50K,YoungAdults,Europe
Other,Male,28,11th,Married-civ-spouse,State-gov,Other-service,56,Portugal,434120,7706,5476,>50K,YoungAdults,Europe
White,Female,20,Bachelors,Married-civ-spouse,Private,Sales,41,France,496640,1077,4405,<=50K,YoungAdults,Europe
White,Female,64,Masters,Married-civ-spouse,Private,Exec-managerial,43,Greece,453546,6107,6336,<=50K,MiddleAged,Europe
White,Male,55,HS-grad,Never-married,Private,Handlers-cleaners,41,Poland,108768,8261,9817,>50K,MiddleAged,Europe
White,Female,47,Assoc-acdm,Never-married,Private,Sales,38,Poland,355780,1649,4464,<=50K,Adults,Europe
White,Female,32,HS-grad,Never-married,Private,Craft-repair,48,Ireland,326592,6920,6637,<=50K,Adults,Europe
White,Male,59,Some-college,Never-married,Private,Exec-managerial,38,Poland,430728,2491,3027,>50K,MiddleAged,Europe
White,Male,53,HS-grad,Married-civ-spouse,Local-gov,Exec-managerial,45,Italy,463442,1928,4103,>50K,MiddleAged,Europe
White,Female,28,Bachelors,Never-married,Private,Other-service,52,Italy,462176,8292,9406,<=50K,YoungAdults,Europe
White,Male,62,HS-grad,Married-civ-spouse,Private,Exec-managerial,43,Germany,427395,5945,9725,>50K,MiddleAged,Europe
White,Female,60,11th,Never-married,Private,Machine-op-inspct,22,Germany,333092,7941,2131,<=50K,MiddleAged,Europe
White,Male,35,Bachelors,Separated,Without-pay,Craft-repair,26,Ireland,417535,2618,2905,>50K,Adults,Europe
Amer-Indian-Eskimo,Female,60,Masters,Married-civ-spouse,Private,Sales,33,Poland,386554,2407,5576,<=50K,MiddleAged,Europe
White,Female,57,Bachelors,Never-married,Never-worked,Exec-managerial,29,Poland,447717,7060,9820,<=50K,MiddleAged,Europe
Amer-Indian-Eskimo,Male,58,Bachelors,Never-married,Local-gov,Handlers-cleaners,55,Ireland,458924,6741,5393,>50K,MiddleAged,Europe
Asian-Pac-Islander,Male,37,11th,Married-civ-spouse,Private,Prof-specialty,52,Germany,138295,4359,5694,>50K,Adults,Europe
White,Male,29,HS-grad,Never-married,Self-emp-not-inc,Craft-repair,55,Portugal,46486,9846,8726,>50K,YoungAdults,Europe
White,Female,59,Some-college,Divorced,Local-gov,Prof-specialty,43,Poland,52699,2640,8391,<=50K,MiddleAged,Europe
White,Female,21,HS-grad,Married-civ-spouse,Local-gov,Machine-op-inspct,23,Poland,160265,5744,2644,<=50K,YoungAdults,Europe
White,Female,38,Some-college,Married-civ-spouse,Private,Exec-managerial,57,Greece,160522,4877,5379,<=50K,Adults,Europe
White,Male,48,Masters,Married-civ-spouse,Private,Tech-support,46,Portugal,464664,9529,1243,>50K,Adults,Europe
White,Male,39,11th,Never-married,Self-emp-not-inc,Craft-repair,40,Portugal,201960,6785,5619,>50K,Adults,Europe
White,Male,68,HS-grad,Never-married,Private,Handlers-cleaners,38,Poland,439086,1417,1430,>50K,Senior,Europe
Black,Male,47,HS-grad,Married-civ-spouse,Private,Prof-specialty,58,Portugal,402548,5559,6774,>50K,Adults,Europe
White,Female,65,Some-college,Separated,Private,Sales,24,Germany,83753,3144,4337,<=50K,Senior,Europe
White,Male,38,Assoc-acdm,Never-married,State-gov,Other-service,59,Portugal,431729,1892,2435,>50K,Adults,Europe
Black,Female,32,HS-grad,Married-civ-spouse,Private,Tech-support,21,Italy,12449,6047,2815,<=50K,Adults,Europe
Black,Female,33,HS-grad,Married-civ-spouse,Private,Handlers-cleaners,24,Ireland,378032,2457,2041,<=50K,Adults,Europe
White,Female,48,Bachelors,Married-civ-spouse,State-gov,Handlers-cleaners,46,Ireland,190029,897,2573,<=50K,Adults,Europe
Asian-Pac-Islander,Female,58,11th,Separated,Private,Craft-repair,54,France,94346,9431,9257,<=50K,MiddleAged,Europe
White,Male,27,HS-grad,Married-civ-spouse,Private,Craft-repair,40,Greece,143136,3468,9465,>50K,YoungAdults,Europe
Black,Female,69,Masters,Never-married,Private,Handlers-cleaners,35,Italy,300926,2571,8400,<=50K,Senior,Europe
White,Female,69,HS-grad,Widowed,Private,Craft-repair,31,England,27579,2498,2521,<=50K,Senior,Europe
White,Female,52,HS-grad,Never-married,Private,Other-service,48,Germany,459765,4451,9970,<=50K,MiddleAged,Europe
White,Female,33,Some-college,Never-married,Private,Sales,21,Italy,131364,5593,3249,<=50K,Adults,Europe
White,Male,63,HS-grad,Married-civ-spouse,State-gov,Handlers-cleaners,20,Portugal,348865,4249,4434,>50K,MiddleAged,Europe
White,Male,41,Doctorate,Never-married,Private,Craft-repair,52,Poland,62815,6636,9370,>50K,Adults,Europe
Black,Female,29,Some-college,Widowed,State-gov,Other-service,29,England,223951,73,5853,<=50K,YoungAdults,Europe
Other,Male,35,Bachelors,Never-married,Private,Prof-specialty,20,Poland,137361,1836,7616,>50K,Adults,Europe
Black,Female,61,Some-college,Never-married,Private,Craft-repair,23,Ireland,431536,4424,2608,<=50K,MiddleAged,Europe
Black,Female,26,11th,Never-married,Private,Other-service,56,Poland,306638,8447,4756,<=50K,YoungAdults,Europe
White,Male,23,Masters,Never-married,Private,Other-service,35,Ireland,87620,5938,6401,>50K,YoungAdults,Europe
Black,Female,51,Some-college,Married-civ-spouse,Self-emp-not-inc,Tech-support,43,Italy,301794,569,5551,<=50K,MiddleAged,Europe
Asian-Pac-Islander,Female,36,Doctorate,Divorced,Self-emp-not-inc,Handlers-cleaners,55,England,73204,4482,5812,<=50K,Adults,Europe
White,Male,38,Assoc-acdm,Never-married,Private,Craft-repair,35,Italy,122813,1539,2222,>50K,Adults,Europe
Other,Female,25,Assoc-acdm,Married-civ-spouse,Private,Handlers-cleaners,33,Ireland,268671,2428,9056,<=50K,YoungAdults,Europe
White,Female,65,HS-grad,Married-civ-spouse,Self-emp-not-inc,Craft-repair,27,Germany,80513,9596,5083,<=50K,Senior,Europe
White,Male,45,HS-grad,Divorced,Private,Craft-repair,51,Portugal,452005,4804,1172,>50K,Adults,Europe
Asian-Pac-Islander,Female,52,HS-grad,Never-married,Private,Prof-specialty,57,Poland,252109,3769,6172,<=50K,MiddleAged,Europe
Asian-Pac-Islander,Male,54,Bachelors,Married-civ-spouse,Private,Machine-op-inspct,43,France,491794,9246,1555,>50K,MiddleAged,Europe
White,Female,58,11th,Never-married,Without-pay,Prof-specialty,57,Portugal,447599,1163,5668,<=50K,MiddleAged,Europe
Black,Male,62,HS-grad,Widowed,Never-worked,Other-service,54,Poland,116383,8694,6518,>50K,MiddleAged,Europe
White,Female,33,11th,Separated,Private,Other-service,56,Poland,205762,9755,8652,<=50K,Adults,Europe
Black,Male,60,Assoc-voc,Married-civ-spouse,Private,Handlers-cleaners,24,Greece,262443,9603,8916,>50K,MiddleAged,Europe
White,Male,60,Bachelors,Never-married,Private,Handlers-cleaners,53,Ireland,391822,9225,7455,>50K,MiddleAged,Europe
White,Male,34,Doctorate,Never-married,Private,Other-service,55,France,89160,9983,906,>50K,Adults,Europe
White,Male,64,HS-grad,Never-married,Private,Handlers-cleaners,60,Ireland,257890,1897,686,>50K,MiddleAged,Europe
White,Female,68,HS-grad,Separated,Local-gov,Prof-specialty,20,France,304801,9195,9517,<=50K,Senior,Europe
White,Female,59,Assoc-acdm,Married-civ-spouse,Private,Prof-specialty,58,Italy,48534,2260,9517,<=50K,MiddleAged,Europe
Other,Male,60,11th,Never-married,Local-gov,Prof-specialty,30,England,27168,1648,6827,>50K,MiddleAged,Europe
Asian-Pac-Islander,Male,57,11th,Married-civ-spouse,Private,Other-service,39,Poland,54278,4830,4798,>50K,MiddleAged,Europe
Asian-Pac-Islander,Female,41,Bachelors,Divorced,State-gov,Prof-specialty,53,France,398825,7989,9017,<=50K,Adults,Europe
White,Female,40,Some-college,Married-civ-spouse,Federal-gov,Sales,41,Ireland,319902,1673,3764,<=50K,Adults,Europe
White,Male,23,HS-grad,Married-civ-spouse,Private,Exec-managerial,26,England,46577,8504,3007,>50K,YoungAdults,Europe
Asian-Pac-Islander,Male,22,HS-grad,Married-civ-spouse,Private,Craft-repair,29,Ireland,21199,3201,8811,>50K,YoungAdults,Europe
White,Male,42,HS-grad,Divorced,Private,Handlers-cleaners,46,Poland,477050,9876,3614,>50K,Adults,Europe
White,Male,35,HS-grad,Divorced,Never-worked,Handlers-cleaners,27,Ireland,347334,7782,4956,>50K,Adults,Europe
White,Male,58,HS-grad,Married-civ-spouse,Private,Prof-specialty,60,Portugal,223110,4013,4073,>50K,MiddleAged,Europe
White,Male,20,Some-college,Never-married,Private,Other-service,26,Poland,206131,2584,7782,>50K,YoungAdults,Europe
White,Male,70,11th,Married-civ-spouse,Private,Exec-managerial,52,Greece,131187,2049,1578,>50K,Senior,Europe
Asian-Pac-Islander,Male,48,Some-college,Married-civ-spouse,Self-emp-not-inc,Sales,31,Portugal,449688,248,7676,>50K,Adults,Europe
White,Male,33,Some-college,Married-civ-spouse,Private,Machine-op-inspct,55,Portugal,28566,8789,9424,>50K,Adults,Europe
White,Male,65,HS-grad,Never-married,Private,Sales,38,Germany,396785,3548,6681,>50K,Senior,Europe
White,Male,59,HS-grad,Divorced,Private,Tech-support,30,France,158197,566,7384,>50K,MiddleAged,Europe
Asian-Pac-Islander,Male,25,Some-college,Married-civ-spouse,Private,Other-service,29,Poland,468757,2407,2580,>50K,YoungAdults,Europe
Asian-Pac-Islander,Female,52,Bachelors,Married-civ-spouse,Without-pay,Handlers-cleaners,52,France,228986,7058,9359,<=50K,MiddleAged,Europe
Asian-Pac-Islander,Female,55,Masters,Never-married,State-gov,Prof-specialty,57,Poland,194690,6049,5893,<=50K,MiddleAged,Europe
White,Female,41,11th,Never-married,Without-pay,Machine-op-inspct,48,Greece,439493,8059,1920,<=50K,Adults,Europe
White,Female,25,HS-grad,Divorced,Federal-gov,Sales,33,England,288565,9401,2720,<=50K,YoungAdults,Europe
Asian-Pac-Islander,Male,50,11th,Married-civ-spouse,Self-emp-not-inc,Other-service,41,England,282863,6507,1197,>50K,MiddleAged,Europe
White,Female,22,Some-college,Never-married,Private,Prof-specialty,56,Greece,350067,5577,3627,<=50K,YoungAdults,Europe
White,Female,31,Assoc-acdm,Divorced,Private,Handlers-cleaners,51,Poland,428456,4304,6010,<=50K,Adults,Europe
White,Female,50,Some-college,Divorced,Private,Machine-op-inspct,23,England,342683,9504,8129,<=50K,MiddleAged,Europe
White,Male,20,Some-college,Married-civ-spouse,Private,Prof-specialty,32,Greece,450047,8761,1857,>50K,YoungAdults,Europe
White,Female,29,HS-grad,Never-married,Federal-gov,Sales,52,Portugal,282902,4080,5052,<=50K,YoungAdults,Europe
White,Female,45,HS-grad,Married-civ-spouse,Private,Handlers-cleaners,28,Germany,22731,6128,9702,<=50K,Adults,Europe
White,Female,56,Assoc-acdm,Never-married,Private,Other-service,46,Italy,202882,3828,9991,<=50K,MiddleAged,Europe
White,Female,68,Some-college,Never-married,Self-emp-not-inc,Exec-managerial,58,Portugal,381258,2329,3700,<=50K,Senior,Europe
White,Female,34,HS-grad,Married-civ-spouse,Private,Handlers-cleaners,43,Portugal,116215,8161,8224,<=50K,Adults,Europe
White,Female,42,Some-college,Divorced,State-gov,Prof-specialty,33,Greece,323773,7623,9781,<=50K,Adults,Europe
Black,Female,65,11th,Never-married,Self-emp-not-inc,Prof-specialty,20,England,129997,1019,5286,<=50K,Senior,Europe
Asian-Pac-Islander,Male,44,Some-college,Never-married,Private,Craft-repair,35,Italy,151605,9771,8446,>50K,Adults,Europe
White,Female,57,11th,Married-civ-spouse,Private,Prof-specialty,48,Ireland,315247,399,7447,<=50K,MiddleAged,Europe
White,Female,58,Bachelors,Married-civ-spouse,Local-gov,Sales,58,France,167183,39,2709,<=50K,MiddleAged,Europe
Asian-Pac-Islander,Male,50,Some-college,Never-married,Local-gov,Exec-managerial,56,Ireland,361786,3198,3687,>50K,MiddleAged,Europe
White,Female,50,Bachelors,Married-civ-spouse,Private,Exec-managerial,45,Portugal,307454,9052,8747,<=50K,MiddleAged,Europe
Asian-Pac-Islander,Male,29,HS-grad,Married-civ-spouse,Without-pay,Machine-op-inspct,47,Ireland,378692,3800,2453,>50K,YoungAdults,Europe
White,Male,55,HS-grad,Married-civ-spouse,Private,Exec-managerial,52,Ireland,90986,338,1444,>50K,MiddleAged,Europe
White,Male,47,HS-grad,Divorced,Private,Prof-specialty,35,Portugal,498093,1612,6109,>50K,Adults,Europe
White,Female,23,Some-college,Widowed,Private,Tech-support,21,Poland,169499,2926,2045,<=50K,YoungAdults,Europe
Black,Female,59,Masters,Married-civ-spouse,Self-emp-not-inc,Handlers-cleaners,58,Poland,445161,7766,8235,<=50K,MiddleAged,Europe
White,Male,64,Assoc-acdm,Never-married,Private,Other-service,59,Greece,397978,6895,7170,>50K,MiddleAged,Europe
Black,Female,21,11th,Divorced,Private,Exec-managerial,34,Portugal,485159,2703,2536,<=50K,YoungAdults,Europe
White,Male,34,Some-college,Divorced,Self-emp-not-inc,Machine-op-inspct,26,Italy,66190,7821,8939,>50K,Adults,Europe
Asian-Pac-Islander,Male,47,Masters,Never-married,Private,Craft-repair,43,Greece,364735,3855,7293,>50K,Adults,Europe
White,Male,37,Some-college,Married-civ-spouse,Federal-gov,Sales,52,Greece,253305,7911,7007,>50K,Adults,Europe
White,Female,21,Some-college,Divorced,Federal-gov,Craft-repair,53,France,100775,2526,3668,<=50K,YoungAdults,Europe
Black,Male,23,Some-college,Married-civ-spouse,Self-emp-not-inc,Sales,60,Greece,437167,4456,2822,>50K,YoungAdults,Europe
White,Female,38,Assoc-acdm,Widowed,Private,Craft-repair,41,Portugal,340666,7043,1865,<=50K,Adults,Europe
White,Male,69,Some-college,Separated,Private,Prof-specialty,44,Ireland,328629,915,9792,>50K,Senior,Europe
Amer-Indian-Eskimo,Female,39,Bachelors,Never-married,State-gov,Handlers-cleaners,34,Poland,460371,9868,5444,<=50K,Adults,Europe
White,Male,43,11th,Never-married,Self-emp-not-inc,Craft-repair,39,Germany,213242,9779,5895,>50K,Adults,Europe
White,Female,60,HS-grad,Divorced,Private,Handlers-cleaners,40,England,286191,5312,6590,<=50K,MiddleAged,Europe
Asian-Pac-Islander,Female,45,HS-grad,Divorced,Private,Handlers-cleaners,44,England,35272,4411,2792,<=50K,Adults,Europe
White,Male,26,HS-grad,Married-civ-spouse,Private,Craft-repair,55,Ireland,334206,6650,7930,>50K,YoungAdults,Europe
White,Male,55,HS-grad,Married-civ-spouse,Private,Machine-op-inspct,34,England,407479,9811,4980,>50K,MiddleAged,Europe
White,Female,38,HS-grad,Married-civ-spouse,Local-gov,Prof-specialty,33,Greece,212057,5446,9109,<=50K,Adults,Europe
White,Male,66,11th,Married-civ-spouse,Private,Tech-support,52,Ireland,259350,5699,9353,>50K,Senior,Europe
White,Male,33,HS-grad,Married-civ-spouse,Private,Prof-specialty,42,Italy,175679,2750,9714,>50K,Adults,Europe
White,Female,41,HS-grad,Married-civ-spouse,Private,Other-service,28,Ireland,122955,4954,5202,<=50K,Adults,Europe
Asian-Pac-Islander,Male,55,Some-college,Never-married,Private,Craft-repair,39,France,157529,7429,2424,>50K,MiddleAged,Europe
Black,Male,59,Assoc-acdm,Never-married,Private,Handlers-cleaners,39,Ireland,163910,527,6087,>50K,MiddleAged,Europe
Amer-Indian-Eskimo,Female,65,HS-grad,Never-married,Private,Handlers-cleaners,29,France,99613,4313,8238,<=50K,Senior,Europe
Black,Female,28,Some-college,Never-married,Private,Machine-op-inspct,34,France,165176,8051,7202,<=50K,YoungAdults,Europe
White,Female,42,Assoc-voc,Divorced,Private,Prof-specialty,58,Poland,332403,9262,9618,<=50K,Adults,Europe
Asian-Pac-Islander,Male,61,Some-college,Separated,Never-worked,Machine-op-inspct,56,Greece,74541,6028,7729,>50K,MiddleAged,Europe
White,Female,58,Some-college,Married-civ-spouse,Private,Other-service,27,England,411977,8169,7923,<=50K,MiddleAged,Europe
White,Male,58,Bachelors,Never-married,Private,Other-service,42,France,45374,5642,5366,>50K,MiddleAged,Europe
Other,Male,58,Some-college,Married-civ-spouse,Private,Tech-support,42,Portugal,217585,2858,8354,>50K,MiddleAged,Europe
Amer-Indian-Eskimo,Male,45,Assoc-voc,Never-married,State-gov,Prof-specialty,35,Portugal,77096,4491,797,>50K,Adults,Europe
Black,Male,52,Some-college,Married-civ-spouse,Private,Sales,42,Portugal,385856,9422,7835,>50K,MiddleAged,Europe
Black,Male,62,Assoc-acdm,Separated,Private,Machine-op-inspct,51,Germany,355044,1484,7177,>50K,MiddleAged,Europe
White,Female,26,Assoc-voc,Never-married,Self-emp-not-inc,Other-service,32,Italy,170938,9238,6585,<=50K,YoungAdults,Europe
White,Female,61,Assoc-acdm,Married-civ-spouse,Private,Machine-op-inspct,38,Poland,179608,4071,9755,<=50K,MiddleAged,Europe
White,Female,29,HS-grad,Divorced,Private,Exec-managerial,34,Portugal,283847,3991,2375,<=50K,YoungAdults,Europe
White,Male,61,Masters,Married-civ-spouse,Private,Craft-repair,44,Ireland,151188,5047,4283,>50K,MiddleAged,Europe
White,Male,37,11th,Divorced,Local-gov,Handlers-cleaners,39,Italy,275848,3300,8742,>50K,Adults,Europe
White,Male,49,11th,Divorced,Private,Machine-op-inspct,59,Greece,364382,3704,4978,>50K,Adults,Europe
Amer-Indian-Eskimo,Female,56,Bachelors,Widowed,Private,Sales,54,Portugal,461649,9726,2129,<=50K,MiddleAged,Europe
Black,Male,57,11th,Never-married,Private,Craft-repair,46,Germany,343245,9267,8809,>50K,MiddleAged,Europe
Other,Female,53,HS-grad,Divorced,Private,Other-service,55,France,169774,911,571,<=50K,MiddleAged,Europe
White,Female,70,Some-college,Married-civ-spouse,Private,Craft-repair,59,England,422770,4259,8425,<=50K,Senior,Europe
Other,Male,56,HS-grad,Never-married,Private,Sales,56,Germany,246673,5361,2701,>50K,MiddleAged,Europe
White,Female,45,Masters,Never-married,Private,Sales,47,Poland,51805,3108,4739,<=50K,Adults,Europe
White,Male,42,Assoc-acdm,Never-married,Private,Craft-repair,29,France,398228,6126,685,>50K,Adults,Europe
White,Female,63,11th,Never-married,Private,Exec-managerial,48,Italy,47186,1683,68,<=50K,MiddleAged,Europe
White,Female,19,HS-grad,Divorced,Private,Handlers-cleaners,56,France,122425,3807,3358,<=50K,YoungAdults,Europe
White,Male,53,HS-grad,Married-civ-spouse,Private,Exec-managerial,56,Portugal,92326,7971,746,>50K,MiddleAged,Europe
