race,gender,age,education,marital_status,work_class,occupation,hours_per_week,native_country,fnlwgt,capital_gain,capital_loss,income,agegroup,continent
Other,Female,18,Some-college,Widowed,Local-gov,Tech-support,33,South,335666,8196,182,<=50K,YoungAdults,Asia
Other,Female,32,HS-grad,Married-civ-spouse,Private,Prof-specialty,34,India,91806,9931,7688,<=50K,Adults,Asia
Other,Female,48,11th,Married-civ-spouse,Private,Prof-specialty,24,Vietnam,35989,2353,1232,<=50K,Adults,Asia
Other,Female,35,Some-college,Married-civ-spouse,Private,Tech-support,31,Vietnam,346443,459,7083,<=50K,Adults,Asia
Other,Female,28,Some-college,Divorced,Local-gov,Handlers-cleaners,47,China,300027,5966,2187,<=50K,YoungAdults,Asia
Other,Female,48,HS-grad,Married-civ-spouse,Private,Machine-op-inspct,50,Philippines,452219,9476,541,<=50K,Adults,Asia
Other,Female,41,HS-grad,Widowed,Private,Sales,60,Japan,188794,2734,1153,<=50K,Adults,Asia
Other,Female,51,HS-grad,Never-married,Private,Sales,39,China,251278,3566,7347,<=50K,MiddleAged,Asia
Other,Female,37,HS-grad,Married-civ-spouse,Private,Prof-specialty,21,Vietnam,86447,8217,1825,<=50K,Adults,Asia
Other,Female,48,Some-college,Married-civ-spouse,Private,Handlers-cleaners,45,Japan,171065,6926,8136,<=50K,Adults,Asia
Other,Female,48,11th,Married-civ-spouse,Private,Sales,44,Vietnam,176064,1251,2246,<=50K,Adults,Asia
Other,Female,64,11th,Separated,Self-emp-not-inc,Tech-support,33,China,498036,3638,8763,<=50K,MiddleAged,Asia
Other,Female,18,Bachelors,Never-married,Never-worked,Prof-specialty,43,Japan,212646,7581,7769,<=50K,YoungAdults,Asia
Other,Female,39,HS-grad,Married-civ-spouse,Self-emp-not-inc,Prof-specialty,50,Vietnam,319056,1090,1097,<=50K,Adults,Asia
Other,Female,59,Doctorate,Married-civ-spouse,Never-worked,Sales,35,China,345248,5514,8056,<=50K,MiddleAged,Asia
Other,Female,67,Assoc-acdm,Married-civ-spouse,Self-emp-not-inc,Sales,27,Philippines,358841,5952,6008,<=50K,Senior,Asia
Other,Female,29,HS-grad,Married-civ-spouse,Private,Other-service,30,Vietnam,488077,6534,7526,<=50K,YoungAdults,Asia
Other,Female,28,Some-college,Never-married,State-gov,Handlers-cleaners,26,South,372572,1661,4508,<=50K,YoungAdults,Asia
Other,Female,42,HS-grad,Married-civ-spouse,Private,Machine-op-inspct,33,India,288045,5934,7967,<=50K,Adults,Asia
Other,Female,41,HS-grad,Divorced,Private,Other-service,47,China,257583,4778,3211,<=50K,Adults,Asia
Other,Female,51,Bachelors,Never-married,Private,Other-service,60,South,392621,6440,2476,<=50K,MiddleAged,Asia
Other,Female,57,Some-college,Never-married,Private,Craft-repair,52,Vietnam,150608,1378,1635,<=50K,MiddleAged,Asia
Other,Female,41,Masters,Never-married,Private,Exec-managerial,29,Japan,228716,4741,9057,<=50K,Adults,Asia
Other,Female,52,Some-college,Never-married,Local-gov,Other-service,48,India,170964,3029,9097,<=50K,MiddleAged,Asia
Other,Female,50,Some-college,Never-married,Private,Craft-repair,51,India,49351,8954,905,<=50K,MiddleAged,Asia
Other,Female,66,HS-grad,Widowed,Private,Sales,35,India,321510,7988,4912,<=50K,Senior,Asia
Other,Female,36,Some-college,Never-married,Private,Sales,57,India,470481,8924,3915,<=50K,Adults,Asia
Other,Female,65,HS-grad,Never-married,Private,Handlers-cleaners,22,South,195850,1687,4611,<=50K,Senior,Asia
Other,Female,58,Bachelors,Never-married,Private,Sales,57,China,172958,63,9024,<=50K,MiddleAged,Asia
Other,Female,49,HS-grad,Married-civ-spouse,Local-gov,Exec-managerial,39,China,249920,8805,6185,<=50K,Adults,Asia
Other,Female,68,Some-college,Married-civ-spouse,Private,Handlers-cleaners,32,Philippines,225505,7457,2892,<=50K,Senior,Asia
Other,Female,18,HS-grad,Married-civ-spouse,Private,Tech-support,24,South,316857,3512,4362,<=50K,YoungAdults,Asia
Other,Female,49,Doctorate,Never-married,Local-gov,Other-service,29,China,491201,5902,5964,<=50K,Adults,Asia
Other,Female,42,Assoc-voc,Never-married,Private,Other-service,53,Vietnam,254943,308,961,<=50K,Adults,Asia
Other,Female,25,Some-college,Married-civ-spouse,Self-emp-not-inc,Sales,30,Japan,453635,6626,5018,<=50K,YoungAdults,Asia
Other,Female,20,HS-grad,Married-civ-spouse,Private,Sales,36,Japan,306038,164,9047,<=50K,YoungAdults,Asia
Other,Female,26,HS-grad,Married-civ-spouse,Self-emp-not-inc,Other-service,34,Vietnam,275315,1612,7762,<=50K,YoungAdults,Asia
Other,Female,62,Bachelors,Widowed,Private,Sales,55,Vietnam,26815,9660,2270,<=50K,MiddleAged,Asia
Other,Female,33,Some-college,Married-civ-spouse,Private,Tech-support,44,Japan,453700,9511,9495,<=50K,Adults,Asia
Other,Female,49,HS-grad,Married-civ-spouse,Private,Prof-specialty,44,Philippines,179802,254,1787,<=50K,Adults,Asia
Other,Female,69,Bachelors,Never-married,Local-gov,Other-service,60,Philippines,455762,7796,4525,<=50K,Senior,Asia
Other,Female,37,Bachelors,Married-civ-spouse,Private,Other-service,47,Japan,131359,7908,7579,<=50K,Adults,Asia
Other,Female,66,Some-college,Never-married,Private,Prof-specialty,49,Philippines,48966,8012,1383,<=50K,Senior,Asia
Other,Female,42,Assoc-voc,Married-civ-spouse,Self-emp-not-inc,Craft-repair,54,Japan,344835,1473,8701,<=50K,Adults,Asia
Other,Female,52,11th,Never-married,Federal-gov,Exec-managerial,25,Vietnam,185465,7760,4558,<=50K,MiddleAged,Asia
Other,Female,51,HS-grad,Never-married,Self-emp-not-inc,Other-service,38,India,333478,4135,5907,<=50K,MiddleAged,Asia
Other,Female,63,Bachelors,Married-civ-spouse,Private,Craft-repair,58,South,215806,1613,5385,<=50K,MiddleAged,Asia
Other,Female,36,Masters,Divorced,Private,Prof-specialty,27,China,105082,3897,4290,<=50K,Adults,Asia
Other,Female,57,Some-college,Never-married,Private,Tech-support,56,Japan,55910,639,1802,<=50K,MiddleAged,Asia
Other,Female,19,11th,Never-married,Private,Handlers-cleaners,43,Vietnam,248924,8797,9312,<=50K,YoungAdults,Asia
Other,Female,25,HS-grad,Never-married,Private,Exec-managerial,20,Vietnam,84522,2344,7631,<=50K,YoungAdults,Asia
Other,Female,26,Bachelors,Never-married,Never-worked,Other-service,44,Japan,39309,4864,8939,<=50K,YoungAdults,Asia
Other,Female,52,HS-grad,Married-civ-spouse,Private,Exec-managerial,31,Vietnam,365611,8226,8206,<=50K,MiddleAged,Asia
Other,Female,27,HS-grad,Married-civ-spouse,Private,Sales,35,Japan,432250,1674,811,<=50K,YoungAdults,Asia
Other,Female,36,Some-college,Married-civ-spouse,Private,Exec-managerial,35,India,346758,356,3212,<=50K,Adults,Asia
Other,Female,52,Bachelors,Never-married,Private,Other-service,26,China,112812,9288,6886,<=50K,MiddleAged,Asia
Other,Female,65,Some-college,Never-married,Private,Handlers-cleaners,25,South,177795,3289,3552,<=50K,Senior,Asia
Other,Female,27,HS-grad,Married-civ-spouse,Private,Exec-managerial,36,Philippines,377982,7133,703,<=50K,YoungAdults,Asia
Other,Female,28,Some-college,Married-civ-spouse,Private,Prof-specialty,34,Japan,323749,30,9692,<=50K,YoungAdults,Asia
Other,Female,50,11th,Widowed,Private,Other-service,57,Japan,222517,1118,167,<=50K,MiddleAged,Asia
Other,Female,63,Masters,Never-married,Private,Machine-op-inspct,30,Vietnam,334657,5852,8388,<=50K,MiddleAged,Asia
Other,Female,29,Some-college,Never-married,Private,Tech-support,29,South,220521,1067,6033,<=50K,YoungAdults,Asia
Other,Female,21,Assoc-acdm,Married-civ-spouse,Private,Tech-support,46,Japan,143839,4702,8006,<=50K,YoungAdults,Asia
Other,Female,54,Some-college,Married-civ-spouse,Self-emp-not-inc,Machine-op-inspct,31,India,475047,3707,1766,<=50K,MiddleAged,Asia
Other,Female,64,Doctorate,Married-civ-spouse,Private,Sales,48,India,335797,3664,7960,<=50K,MiddleAged,Asia
Other,Female,34,11th,Married-civ-spouse,Private,Tech-support,55,China,392361,169,8334,<=50K,Adults,Asia
Other,Female,34,Assoc-voc,Married-civ-spouse,Private,Other-service,21,Japan,20156,2038,9920,<=50K,Adults,Asia
Other,Female,36,11th,Married-civ-spouse,Private,Prof-specialty,20,Vietnam,72370,1316,5192,<=50K,Adults,Asia
Other,Female,20,HS-grad,Never-married,Private,Tech-support,41,Vietnam,396546,3507,4994,<=50K,YoungAdults,Asia
Other,Female,61,Bachelors,Married-civ-spouse,Private,Craft-repair,60,South,258218,6484,9884,<=50K,MiddleAged,Asia
Other,Female,52,HS-grad,Married-civ-spouse,Private,Tech-support,20,Philippines,321661,5152,606,<=50K,MiddleAged,Asia
Other,Female,41,Bachelors,Never-married,Private,Craft-repair,39,Vietnam,426870,1192,762,<=50K,Adults,Asia
Other,Female,28,HS-grad,Married-civ-spouse,Private,Exec-managerial,46,India,258174,3268,2331,<=50K,YoungAdults,Asia
Other,Female,62,11th,Married-civ-spouse,Private,Sales,59,Vietnam,135444,8600,9529,<=50K,MiddleAged,Asia
Other,Female,33,Some-college,Married-civ-spouse,Private,Craft-repair,33,Vietnam,206959,4969,5110,<=50K,Adults,Asia
Other,Female,48,11th,Married-civ-spouse,Private,Exec-managerial,42,Japan,50349,9779,1855,<=50K,Adults,Asia
Other,Female,39,Bachelors,Divorced,Private,Prof-specialty,35,Philippines,30450,9462,884,<=50K,Adults,Asia
Other,Female,45,Assoc-voc,Never-married,Private,Sales,47,India,384093,4307,6559,<=50K,Adults,Asia
Other,Female,23,Some-college,Married-civ-spouse,Local-gov,Prof-specialty,23,South,289967,8632,2498,<=50K,YoungAdults,Asia
Other,Female,29,Some-college,Separated,Self-emp-not-inc,Machine-op-inspct,25,South,228386,6372,7178,<=50K,YoungAdults,Asia
Other,Female,27,Masters,Married-civ-spouse,Private,Craft-repair,38,South,73043,5098,6788,<=50K,YoungAdults,Asia
Other,Female,29,11th,Married-civ-spouse,State-gov,Exec-managerial,40,Vietnam,110507,9502,8404,<=50K,YoungAdults,Asia
Other,Female,36,Some-college,Never-married,Private,Prof-specialty,22,India,82804,4907,5624,<=50K,Adults,Asia
Other,Female,28,Some-college,Widowed,Private,Tech-support,49,Vietnam,25435,5368,5485,<=50K,YoungAdults,Asia
Other,Female,55,Bachelors,Married-civ-spouse,Private,Exec-managerial,20,China,85535,367,796,<=50K,MiddleAged,Asia
Other,Female,50,Some-college,Never-married,Self-emp-not-inc,Exec-managerial,36,China,79407,3006,7660,<=50K,MiddleAged,Asia
Other,Female,33,Assoc-voc,Never-married,Private,Prof-specialty,59,Japan,136884,1948,7293,<=50K,Adults,Asia
Other,Female,63,HS-grad,Married-civ-spouse,Private,Craft-repair,60,India,18023,8088,4076,<=50K,MiddleAged,Asia
Other,Female,30,11th,Married-civ-spouse,Private,Other-service,53,China,387548,772,6959,<=50K,Adults,Asia
Other,Female,44,Bachelors,Married-civ-spouse,Private,Tech-support,32,India,426830,8230,3443,<=50K,Adults,Asia
Other,Female,70,11th,Separated,Private,Sales,27,Vietnam,444609,1342,1642,<=50K,Senior,Asia
Other,Female,41,Doctorate,Never-married,Private,Tech-support,47,Vietnam,143688,1167,7655,<=50K,Adults,Asia
Other,Female,57,HS-grad,Married-civ-spouse,State-gov,Craft-repair,32,South,471206,9,3394,<=50K,MiddleAged,Asia
Other,Female,46,HS-grad,Never-married,Self-emp-not-inc,Exec-managerial,46,South,236417,4561,301,<=50K,Adults,Asia
Other,Female,67,11th,Married-civ-spouse,Private,Tech-support,49,India,221695,8776,4090,<=50K,Senior,Asia
Other,Female,65,Bachelors,Never-married,Private,Other-service,57,China,135543,4043,1616,<=50K,Senior,Asia
Other,Female,56,HS-grad,Married-civ-spouse,Private,Craft-repair,36,China,454555,4884,6659,<=50K,MiddleAged,Asia
Other,Female,55,HS-grad,Never-married,Private,Other-service,21,China,51004,4633,649,<=50K,MiddleAged,Asia
Other,Female,37,HS-grad,Married-civ-spouse,Self-emp-not-inc,Machine-op-inspct,32,Japan,145864,2752,7772,<=50K,Adults,Asia
Other,Female,48,HS-grad,Divorced,Self-emp-not-inc,Exec-managerial,56,Vietnam,171549,3999,20,<=50K,Adults,Asia
Other,Female,18,HS-grad,Married-civ-spouse,Private,Tech-support,21,South,216773,3766,2133,<=50K,YoungAdults,Asia
Other,Female,44,Some-college,Married-civ-spouse,Private,Other-service,56,Vietnam,425591,770,4636,<=50K,Adults,Asia
Other,Female,30,HS-grad,Divorced,Private,Prof-specialty,52,Vietnam,406482,2520,9818,<=50K,Adults,Asia
Other,Female,69,HS-grad,Married-civ-spouse,Federal-gov,Sales,60,India,146965,5273,758,<=50K,Senior,Asia
Other,Female,34,Bachelors,Married-civ-spouse,Private,Exec-managerial,21,South,238238,5417,4241,<=50K,Adults,Asia
Other,Female,20,HS-grad,Married-civ-spouse,Never-worked,Prof-specialty,57,Japan,190079,3252,6909,<=50K,YoungAdults,Asia
Other,Female,41,Bachelors,Never-married,Private,Sales,50,Vietnam,350078,2653,22,<=50K,Adults,Asia
Other,Female,58,Masters,Never-married,Private,Prof-specialty,47,India,337236,1968,6028,<=50K,MiddleAged,Asia
Other,Female,40,Some-college,Married-civ-spouse,Private,Exec-managerial,28,China,266789,2615,4053,<=50K,Adults,Asia
Other,Female,29,Some-college,Separated,Private,Machine-op-inspct,43,India,44984,9678,8879,<=50K,YoungAdults,Asia
Other,Female,64,HS-grad,Married-civ-spouse,Private,Machine-op-inspct,49,Vietnam,10806,9723,8560,<=50K,MiddleAged,Asia
Other,Female,69,HS-grad,Never-married,Private,Prof-specialty,60,China,356173,1635,8181,<=50K,Senior,Asia
Other,Female,43,Bachelors,Never-married,State-gov,Tech-support,26,China,229849,9031,3491,<=50K,Adults,Asia
Other,Female,31,11th,Never-married,State-gov,Sales,35,South,427066,2024,7355,<=50K,Adults,Asia
Other,Female,56,HS-grad,Never-married,Private,Handlers-cleaners,31,South,114872,2481,2885,<=50K,MiddleAged,Asia
Other,Female,26,Masters,Married-civ-spouse,Private,Tech-support,46,Philippines,297233,4957,5916,<=50K,YoungAdults,Asia
Other,Female,49,HS-grad,Married-civ-spouse,Self-emp-not-inc,Exec-managerial,43,India,422754,8381,7856,<=50K,Adults,Asia
Other,Female,31,Masters,Married-civ-spouse,State-gov,Machine-op-inspct,23,Japan,168486,8554,7804,<=50K,Adults,Asia
Other,Female,33,Some-college,Married-civ-spouse,Private,Exec-managerial,41,India,282417,6113,1994,<=50K,Adults,Asia
Other,Female,59,Masters,Divorced,Private,Sales,32,India,487156,2349,7455,<=50K,MiddleAged,Asia
Other,Female,66,Bachelors,Widowed,Private,Prof-specialty,27,Philippines,200974,219,2166,<=50K,Senior,Asia
Other,Female,66,Assoc-voc,Married-civ-spouse,Private,Exec-managerial,51,India,156547,528,3071,<=50K,Senior,Asia
Other,Female,44,Assoc-voc,Married-civ-spouse,Private,Exec-managerial,34,South,393395,4425,7102,<=50K,Adults,Asia
Other,Female,26,Some-college,Married-civ-spouse,Private,Other-service,35,Japan,314301,3820,3022,<=50K,YoungAdults,Asia
Other,Female,18,HS-grad,Never-married,State-gov,Tech-support,44,China,420212,2928,8066,<=50K,YoungAdults,Asia
Other,Female,42,HS-grad,Divorced,Private,Other-service,38,Japan,92818,3720,5765,<=50K,Adults,Asia
Other,Female,57,Masters,Never-married,Private,Craft-repair,56,Philippines,300267,8295,7103,<=50K,MiddleAged,Asia
Other,Female,46,HS-grad,Widowed,Private,Craft-repair,33,China,256077,2262,9778,<=50K,Adults,Asia
Other,Female,19,Bachelors,Divorced,Private,Exec-managerial,47,China,391590,1422,5129,<=50K,YoungAdults,Asia
Other,Female,31,11th,Widowed,Private,Machine-op-inspct,25,Vietnam,473088,6903,3964,<=50K,Adults,Asia
Other,Female,54,HS-grad,Married-civ-spouse,Self-emp-not-inc,Tech-support,42,Vietnam,271814,999,2845,<=50K,MiddleAged,Asia
Other,Female,65,HS-grad,Never-married,Without-pay,Handlers-cleaners,40,Vietnam,197365,5069,5209,<=50K,Senior,Asia
Other,Female,37,HS-grad,Married-civ-spouse,Without-pay,Sales,54,India,185339,4234,5008,<=50K,Adults,Asia
Other,Female,41,Bachelors,Never-married,Private,Exec-managerial,24,Vietnam,404326,7928,2178,<=50K,Adults,Asia
Other,Female,62,HS-grad,Never-married,Private,Other-service,38,India,435067,7444,3496,<=50K,MiddleAged,Asia
Other,Female,24,HS-grad,Never-married,Private,Prof-specialty,54,India,293030,8088,9826,<=50K,YoungAdults,Asia
Other,Female,51,Bachelors,Married-civ-spouse,Private,Craft-repair,34,South,53084,2578,891,<=50K,MiddleAged,Asia
Other,Female,22,Doctorate,Separated,Private,Sales,29,India,386342,9693,5507,<=50K,YoungAdults,Asia
Other,Female,20,11th,Married-civ-spouse,Self-emp-not-inc,Sales,43,India,178161,9112,4840,<=50K,YoungAdults,Asia
Other,Female,25,Some-college,Separated,Private,Other-service,56,Philippines,456645,3321,7701,<=50K,YoungAdults,Asia
Other,Female,31,HS-grad,Widowed,Private,Other-service,54,South,61255,2100,446,<=50K,Adults,Asia
Other,Female,48,11th,Married-civ-spouse,Self-emp-not-inc,Exec-managerial,26,Philippines,323178,676,9398,<=50K,Adults,Asia
Other,Female,30,Bachelors,Divorced,Private,Other-service,43,India,469785,8936,5980,<=50K,Adults,Asia
Other,Female,42,HS-grad,Married-civ-spouse,Local-gov,Exec-managerial,54,Philippines,296509,6819,7091,<=50K,Adults,Asia
Other,Female,31,Masters,Never-married,Private,Other-service,56,China,11422,9757,1178,<=50K,Adults,Asia
Other,Female,62,Bachelors,Never-married,Private,Machine-op-inspct,38,Vietnam,325319,4233,6851,<=50K,MiddleAged,Asia
Other,Female,25,11th,Never-married,Private,Exec-managerial,28,South,299383,8717,4569,<=50K,YoungAdults,Asia
Other,Female,19,HS-grad,Married-civ-spouse,Private,Exec-managerial,36,India,235380,864,8527,<=50K,YoungAdults,Asia
Other,Female,56,Bachelors,Married-civ-spouse,Private,Exec-managerial,49,South,310422,3411,2092,<=50K,MiddleAged,Asia
Other,Female,56,Some-college,Never-married,Self-emp-not-inc,Sales,33,Vietnam,345150,7572,9774,<=50K,MiddleAged,Asia
Other,Female,45,Masters,Never-married,Private,Exec-managerial,47,China,323137,1197,900,<=50K,Adults,Asia
Other,Female,32,HS-grad,Married-civ-spouse,Private,Prof-specialty,45,China,178565,7686,7840,<=50K,Adults,Asia
Other,Female,45,Some-college,Never-married,Private,Sales,47,China,498473,23,5212,<=50K,Adults,Asia
Other,Female,27,Bachelors,Married-civ-spouse,Private,Handlers-cleaners,32,Japan,80156,8954,9348,<=50K,YoungAdults,Asia
Other,Female,61,Bachelors,Married-civ-spouse,Private,Sales,30,Vietnam,376494,5601,9210,<=50K,MiddleAged,Asia
Other,Female,40,Assoc-acdm,Married-civ-spouse,Private,Handlers-cleaners,31,Japan,16217,4221,4659,<=50K,Adults,Asia
Other,Female,48,Some-college,Widowed,Private,Other-service,40,Philippines,328662,6098,8172,<=50K,Adults,Asia
Other,Female,66,Assoc-voc,Widowed,Without-pay,Handlers-cleaners,52,China,150501,3347,4586,<=50K,Senior,Asia
Other,Female,21,Some-college,Separated,Private,Craft-repair,34,South,466376,8377,6684,<=50K,YoungAdults,Asia
Other,Female,36,Masters,Married-civ-spouse,State-gov,Exec-managerial,35,India,203983,7752,9255,<=50K,Adults,Asia
Other,Female,27,HS-grad,Never-married,Local-gov,Other-service,39,China,41964,6845,378,<=50K,YoungAdults,Asia
Other,Female,51,Some-college,Widowed,Private,Handlers-cleaners,20,India,107011,6905,1864,<=50K,MiddleAged,Asia
Other,Female,47,11th,Married-civ-spouse,Private,Sales,22,Philippines,67026,3907,1186,<=50K,Adults,Asia
Other,Female,29,Some-college,Never-married,Private,Other-service,39,Japan,123258,7246,2473,<=50K,YoungAdults,Asia
Other,Female,29,HS-grad,Divorced,Never-worked,Tech-support,49,Philippines,453933,3640,1593,<=50K,YoungAdults,Asia
Other,Female,55,Some-college,Married-civ-spouse,Private,Sales,25,Japan,49332,4614,9279,<=50K,MiddleAged,Asia
Other,Female,37,HS-grad,Never-married,Federal-gov,Machine-op-inspct,59,Philippines,314680,4049,8501,<=50K,Adults,Asia
Other,Female,41,HS-grad,Married-civ-spouse,Private,Tech-support,33,India,248333,4692,2285,<=50K,Adults,Asia
Other,Female,65,Some-college,Never-married,Private,Exec-managerial,50,Philippines,356959,3928,1613,<=50K,Senior,Asia
Other,Female,37,11th,Married-civ-spouse,Private,Other-service,22,Philippines,439840,9537,8520,<=50K,Adults,Asia
Other,Female,60,Some-college,Widowed,Private,Craft-repair,22,Philippines,147609,1387,3612,<=50K,MiddleAged,Asia
Other,Female,28,HS-grad,Divorced,Without-pay,Tech-support,49,South,342738,2647,7478,<=50K,YoungAdults,Asia
Other,Female,50,HS-grad,Widowed,Private,Tech-support,28,Philippines,203381,8644,6089,<=50K,MiddleAged,Asia
Other,Female,59,HS-grad,Never-married,Self-emp-not-inc,Exec-managerial,49,South,97963,4044,7204,<=50K,MiddleAged,Asia
Other,Female,68,11th,Married-civ-spouse,Self-emp-not-inc,Exec-managerial,25,Philippines,489761,4256,3021,<=50K,Senior,Asia
Other,Female,60,HS-grad,Married-civ-spouse,Private,Machine-op-inspct,23,India,427319,8097,2595,<=50K,MiddleAged,Asia
Other,Female,19,Some-college,Married-civ-spouse,State-gov,Sales,32,Philippines,97230,8624,2129,<=50K,YoungAdults,Asia
Other,Female,55,HS-grad,Married-civ-spouse,Never-worked,Sales,21,Japan,337110,4465,2360,<=50K,MiddleAged,Asia
Other,Female,59,Masters,Married-civ-spouse,Private,Exec-managerial,45,Vietnam,313537,9826,805,<=50K,MiddleAged,Asia
Other,Female,60,Assoc-voc,Never-married,Private,Tech-support,37,South,371284,4257,8822,<=50K,MiddleAged,Asia
Other,Female,30,Some-college,Never-married,Private,Craft-repair,40,China,317257,1636,4015,<=50K,Adults,Asia
Other,Female,27,Bachelors,Never-married,Private,Sales,23,Japan,393326,4656,3991,<=50K,YoungAdults,Asia
Other,Female,44,Some-college,Never-married,Private,Machine-op-inspct,35,South,147044,6212,5960,<=50K,Adults,Asia
Other,Female,45,HS-grad,Never-married,Private,Prof-specialty,48,Japan,261562,7807,2242,<=50K,Adults,Asia
Other,Female,53,HS-grad,Divorced,Private,Other-service,36,Philippines,357412,6449,9649,<=50K,MiddleAged,Asia
Other,Female,27,HS-grad,Married-civ-spouse,Private,Handlers-cleaners,39,Japan,491631,465,7348,<=50K,YoungAdults,Asia
Other,Female,44,Some-college,Divorced,Private,Sales,40,China,93070,9271,2528,<=50K,Adults,Asia
Other,Female,24,HS-grad,Married-civ-spouse,Never-worked,Prof-specialty,37,China,49773,7683,8039,<=50K,YoungAdults,Asia
Other,Female,18,HS-grad,Never-married,Private,Machine-op-inspct,57,China,162536,3226,2407,<=50K,YoungAdults,Asia
Other,Female,47,HS-grad,Separated,Private,Handlers-cleaners,58,Japan,266260,1096,9496,<=50K,Adults,Asia
Other,Female,20,HS-grad,Married-civ-spouse,Private,Prof-specialty,37,Japan,159163,2398,8978,<=50K,YoungAdults,Asia
Other,Female,60,Bachelors,Married-civ-spouse,Private,Exec-managerial,38,Vietnam,458607,65,1783,<=50K,MiddleAged,Asia
Other,Female,45,Assoc-voc,Married-civ-spouse,Local-gov,Sales,57,India,153839,6912,793,<=50K,Adults,Asia
Other,Female,70,HS-grad,Never-married,Private,Handlers-cleaners,41,China,59203,7756,866,<=50K,Senior,Asia
Other,Female,46,HS-grad,Never-married,Private,Sales,34,Japan,169208,9590,9768,<=50K,Adults,Asia
Other,Female,62,Some-college,Married-civ-spouse,Private,Sales,56,Vietnam,215128,187,8270,<=50K,MiddleAged,Asia
Other,Female,69,HS-grad,Never-married,Private,Exec-managerial,35,Vietnam,283880,9063,6592,<=50K,Senior,Asia
Other,Female,30,Some-college,Married-civ-spouse,Private,Craft-repair,43,India,126305,4299,2963,<=50K,Adults,Asia
Other,Female,56,HS-grad,Married-civ-spouse,Private,Craft-repair,20,Philippines,22473,2803,7787,<=50K,MiddleAged,Asia
Other,Female,29,HS-grad,Widowed,Private,Prof-specialty,27,Japan,255284,1264,213,<=50K,YoungAdults,Asia
Other,Female,27,Masters,Married-civ-spouse,Private,Prof-specialty,59,India,85239,1190,3225,<=50K,YoungAdults,Asia
Other,Female,56,Assoc-acdm,Never-married,Private,Sales,31,South,66695,4781,7862,<=50K,MiddleAged,Asia
Other,Female,21,HS-grad,Widowed,Private,Other-service,27,India,208390,2678,9308,<=50K,YoungAdults,Asia
Other,Female,32,11th,Married-civ-spouse,Private,Sales,29,China,118820,1285,3860,<=50K,Adults,Asia
Other,Female,55,Some-college,Never-married,Never-worked,Prof-specialty,23,India,181190,5666,6882,<=50K,MiddleAged,Asia
Other,Female,33,11th,Divorced,Private,Prof-specialty,22,South,181472,4046,679,<=50K,Adults,Asia
Other,Female,53,Bachelors,Married-civ-spouse,Private,Sales,41,Vietnam,466437,8210,425,<=50K,MiddleAged,Asia
Other,Female,33,Assoc-voc,Never-married,Private,Exec-managerial,31,China,400959,4850,1095,<=50K,Adults,Asia
Other,Female,59,Doctorate,Never-married,Never-worked,Other-service,20,Japan,30692,4203,5454,<=50K,MiddleAged,Asia
Other,Female,56,11th,Widowed,Private,Exec-managerial,55,China,167772,7821,8927,<=50K,MiddleAged,Asia
Other,Female,52,11th,Divorced,Private,Machine-op-inspct,53,Vietnam,310964,747,7399,<=50K,MiddleAged,Asia
Other,Female,60,Assoc-voc,Never-married,Private,Prof-specialty,25,Vietnam,13809,8582,3635,<=50K,MiddleAged,Asia
Other,Female,61,Bachelors,Separated,Private,Handlers-cleaners,45,Philippines,35864,6752,66,<=50K,MiddleAged,Asia
Other,Female,60,Some-college,Married-civ-spouse,Private,Craft-repair,59,Japan,238359,9330,1407,<=50K,MiddleAged,Asia
Other,Female,37,Some-college,Married-civ-spouse,Private,Exec-managerial,59,Philippines,355303,7340,8518,<=50K,Adults,Asia
Other,Female,57,Some-college,Widowed,Private,Craft-repair,45,South,17219,1474,3980,<=50K,MiddleAged,Asia
Other,Female,41,HS-grad,Never-married,Private,Prof-specialty,53,South,65084,7289,5092,<=50K,Adults,Asia
Other,Female,27,HS-grad,Married-civ-spouse,Self-emp-not-inc,Prof-specialty,40,India,346370,5785,529,<=50K,YoungAdults,Asia
Other,Female,30,Assoc-voc,Widowed,Private,Other-service,27,Philippines,339284,7484,281,<=50K,Adults,Asia
Other,Female,51,Bachelors,Never-married,Private,Prof-specialty,26,China,425005,1472,6373,<=50K,MiddleAged,Asia
Other,Female,35,Bachelors,Never-married,Private,Prof-specialty,25,South,410821,9178,2488,<=50K,Adults,Asia
Other,Female,34,HS-grad,Divorced,Private,Craft-repair,36,Philippines,358120,158,1010,<=50K,Adults,Asia
Other,Female,24,Masters,Never-married,Private,Exec-managerial,27,China,291819,4698,7934,<=50K,YoungAdults,Asia
Other,Female,34,HS-grad,Divorced,Self-emp-not-inc,Machine-op-inspct,41,Vietnam,413974,6892,9667,<=50K,Adults,Asia
Other,Female,22,11th,Widowed,Private,Exec-managerial,43,India,144721,1596,7056,<=50K,YoungAdults,Asia
Other,Female,60,HS-grad,Married-civ-spouse,Private,Other-service,55,Japan,56142,7153,3640,<=50K,MiddleAged,Asia
Other,Female,24,Bachelors,Married-civ-spouse,Private,Sales,60,India,295556,96,7842,<=50K,YoungAdults,Asia
Other,Female,52,Masters,Never-married,Self-emp-not-inc,Other-service,35,Philippines,320562,7386,8558,<=50K,MiddleAged,Asia
Other,Female,43,Bachelors,Never-married,Self-emp-not-inc,Handlers-cleaners,32,India,83112,28,1198,<=50K,Adults,Asia
